,addr,rssi
0,54:21:5c:92:5a:4d,-73
1,5d:cb:63:f6:68:41,-66
2,5f:4a:00:6e:20:d4,-72
3,68:42:bd:d0:00:2d,-65
4,52:de:bf:cb:e3:d8,-65
5,23:cc:8e:a6:50:32,-79
6,41:29:3d:45:19:db,-68
7,d3:58:47:00:34:ab,-72
8,77:d3:a9:44:52:93,-62
9,7e:18:53:41:c2:ab,-65
10,f3:20:0d:1d:52:a4,-79
11,50:13:59:fa:54:31,-68
12,74:90:50:40:59:7a,-71
13,15:82:28:a7:9e:02,-65
14,c5:17:06:cd:27:72,-64
15,12:4d:d9:f1:2c:82,-77
16,77:db:28:0e:8e:5f,-78
17,e7:a0:1a:2d:cd:54,-79
18,2c:f8:2c:19:a2:99,-79
19,77:8b:0f:b6:cf:30,-79
20,61:bc:23:a8:d2:f9,-79
21,f0:ca:c0:0a:c1:a5,-79
22,53:90:e4:1e:27:c2,-79
23,7b:a6:91:8e:63:7e,-79
24,72:f3:a7:e3:cd:92,-76
25,7a:08:d1:49:99:a5,-79
26,7d:13:b2:ab:d8:c9,-79
27,78:74:f4:98:b4:10,-79
28,4b:85:e2:b0:28:7e,-79
29,52:f7:04:65:2e:f7,-79
30,41:83:f6:65:9d:0b,-71
31,6b:cc:9a:17:bf:d2,-79
32,05:e9:04:80:aa:5f,-79
33,f1:0f:b4:57:e9:2c,-74
34,73:3a:38:3e:53:bc,-79
35,0e:66:d4:4a:f0:84,-79
36,7e:89:e2:dd:ac:b5,-79
37,29:a3:57:95:40:a8,-79
38,35:10:51:ca:b6:4b,-79
39,2f:88:6d:37:32:7e,-79
40,ea:12:ba:97:5d:4e,-77
41,63:f3:04:16:66:8c,-79
