,addr,rssi
0,74:d7:ca:8f:66:3d,-77
1,ee:3b:81:94:ec:64,-74
2,40:6d:10:00:3e:0d,-79
3,75:38:d0:be:32:bb,-79
4,1b:13:40:ec:3c:fa,-79
5,ca:3b:8c:ff:0f:f8,-78
6,61:16:54:87:70:54,-76
7,37:8c:32:d8:c9:82,-77
8,74:90:50:40:59:7a,-67
9,00:a0:50:2c:9a:4e,-79
10,f6:32:ce:08:39:90,-76
11,5a:42:54:65:88:e1,-72
12,53:a2:92:b9:04:1c,-76
13,48:0b:9f:70:20:37,-79
14,33:65:de:b4:16:9a,-79
15,77:bb:aa:74:0e:af,-71
16,de:26:b9:0f:00:04,-74
17,00:a0:50:d6:c1:16,-79
18,65:c3:d8:81:fb:9b,-79
19,07:00:83:75:60:f1,-79
20,eb:34:17:9b:62:dc,-79
21,47:17:06:b4:9f:6e,-77
22,7e:fb:fa:a3:c6:57,-79
23,6b:f4:61:d1:f2:6d,-79
24,7c:5a:7c:8f:3c:b0,-79
25,46:51:8f:c3:5d:bd,-79
26,6d:b6:7f:d1:76:d7,-75
27,00:a0:50:10:32:8c,-79
28,0d:bf:a1:76:5e:ff,-78
29,51:79:ea:ce:b6:d8,-79
30,75:74:54:c5:22:52,-76
31,77:5a:7e:80:2b:04,-79
32,6d:dd:8b:21:18:b7,-79
