,addr,rssi
0,58:54:51:86:47:7f,-63
1,06:dc:e8:f0:4a:2f,-50
2,6b:b4:89:e6:38:f4,-69
3,4b:62:10:59:16:9f,-79
4,46:bb:7a:c8:07:bb,-79
5,6d:a1:99:48:88:78,-75
6,74:90:50:40:59:7a,-73
7,ca:a7:6d:95:9e:3a,-70
8,56:ef:9a:92:b5:0e,-77
9,78:51:83:14:03:f7,-51
10,c2:e8:9a:9d:03:06,-79
11,eb:67:6e:0e:81:fc,-79
12,70:94:9d:2f:3c:01,-79
13,d5:e8:61:90:3b:fa,-52
14,d6:31:a0:ba:33:aa,-79
15,49:a9:1d:5e:9b:36,-79
16,c0:63:d4:8e:df:66,-79
17,70:1e:91:67:cb:95,-72
18,6d:14:5a:5f:30:7e,-75
19,53:5a:07:98:fe:4f,-79
20,7e:65:cd:ad:52:e5,-79
