,addr,rssi
0,54:06:4c:8d:7f:d7,-72
1,43:36:14:40:cb:5e,-79
2,00:a0:50:ed:43:30,-79
3,49:83:5e:62:01:8d,-79
4,41:9a:02:f6:1e:dd,-79
5,70:7e:28:31:16:61,-79
6,11:65:bc:69:6b:6a,-79
7,53:7d:de:c0:f2:d6,-78
8,55:80:c8:ff:cf:60,-79
9,2f:d0:a1:89:37:e7,-79
10,76:fc:a2:3e:f0:c0,-78
11,64:09:2d:96:be:52,-79
12,6a:5e:fc:53:f5:4d,-79
13,55:e8:c7:77:79:a2,-79
14,7e:35:b1:95:91:ad,-79
15,f2:5c:fd:ce:c5:69,-75
16,47:bb:f9:3e:a5:40,-79
17,d8:86:df:d5:d2:16,-79
18,45:b8:42:5b:e0:89,-76
19,15:b5:16:1d:c4:27,-79
20,26:ff:aa:39:1c:f7,-79
21,4d:c2:d3:9a:93:a4,-79
22,42:21:f5:79:01:a1,-79
