,addr,rssi
0,27:a6:4e:59:dd:83,-64
1,7a:d8:53:97:65:1f,-56
2,74:90:50:40:59:7a,-72
3,5e:dd:43:15:50:ac,-72
4,5e:1c:d6:7a:a0:ed,-77
5,1b:fd:2e:c5:fb:73,-51
6,58:08:1e:5e:eb:44,-63
7,76:47:ff:90:7c:de,-79
8,ff:08:74:c6:d4:59,-79
9,17:a8:ea:da:6c:88,-79
10,73:06:cd:93:66:e1,-79
11,eb:1e:25:b5:db:92,-77
12,11:06:8f:64:91:b0,-78
13,75:d5:9c:1d:6c:49,-79
14,44:95:3b:bb:50:13,-78
15,d5:e8:61:90:3b:fa,-55
16,62:f3:e8:96:5d:3c,-79
17,63:e0:79:60:a6:c8,-79
18,46:dc:84:89:08:3c,-79
19,ea:11:76:b1:96:cc,-75
20,46:48:71:7a:d9:f9,-79
21,7c:c6:f9:1b:2a:08,-78
22,cc:f0:db:54:ec:55,-79
23,75:55:a7:a5:0c:c0,-79
24,21:57:0d:01:e0:6a,-78
