,addr,rssi
0,98:d3:31:60:3a:a1,-76
1,50:86:df:33:7a:cf,-79
2,63:d6:d3:3b:ad:4e,-73
3,4d:58:b5:42:91:b3,-79
4,65:2d:78:c8:a8:22,-64
5,50:82:f9:9b:8b:87,-62
6,64:4b:18:7c:17:74,-66
7,36:64:76:c5:a6:ec,-76
8,74:90:50:40:59:7a,-79
9,62:9e:32:bb:55:82,-74
10,d5:f7:ad:4e:50:09,-73
11,57:af:43:13:c3:49,-79
12,0f:70:b0:ef:47:d6,-64
13,03:b9:bc:9f:e7:28,-79
14,20:98:26:0e:fc:13,-79
15,07:f4:44:8d:34:a1,-79
16,00:a0:50:d6:66:a6,-79
17,13:f6:ba:7a:ae:3d,-79
18,7c:90:e0:22:4a:51,-79
19,76:ff:ac:ac:fe:a0,-79
20,6d:b8:c1:1d:e4:46,-79
21,4b:8a:3b:ac:b9:86,-79
22,76:79:97:39:36:91,-79
23,5f:96:e9:16:da:fa,-79
