,addr,rssi
0,3a:16:ee:b3:99:1f,-71
1,6b:98:2c:66:6c:80,-73
2,63:59:91:f7:44:24,-65
3,66:82:e0:4a:1b:3e,-71
4,5e:b1:db:21:68:0d,-75
5,65:be:41:73:14:c4,-76
6,11:58:63:c7:88:f7,-67
7,7e:b9:67:42:44:f0,-66
8,50:67:ae:88:be:c9,-72
9,76:33:eb:ad:4b:4e,-72
10,61:76:d1:a0:94:63,-71
11,5d:6e:f9:57:4f:30,-70
12,60:4c:aa:75:bb:df,-74
13,e8:2d:5c:b8:8c:26,-68
14,7c:14:1f:2a:62:58,-79
15,74:90:50:40:59:7a,-78
16,c0:6b:69:31:4b:43,-66
17,ff:49:66:63:1a:0f,-58
18,f3:c6:7d:d1:56:6e,-69
19,00:a0:50:52:f3:6d,-79
20,c3:0a:81:14:10:a4,-72
21,07:92:99:71:93:fa,-79
22,f3:56:8a:67:13:71,-77
23,6c:91:fe:c3:54:59,-79
24,21:ee:04:5d:a6:8c,-79
