,addr,rssi
0,1e:b5:2a:0f:ea:0e,-66
1,03:7d:f2:89:c9:bc,-79
2,43:98:53:4b:6e:e7,-67
3,4d:e0:d8:75:90:fe,-58
4,d4:9d:c0:7d:09:69,-79
5,3f:b9:c9:33:13:7b,-77
6,20:b1:9a:c7:fd:fa,-66
7,68:96:b2:58:70:fc,-63
8,04:3d:e2:94:91:65,-66
9,54:9a:7a:b1:34:cb,-67
10,11:22:33:47:29:06,-58
11,f1:90:c5:fa:82:6e,-65
12,77:da:eb:87:a9:63,-62
13,e4:9d:8b:45:84:aa,-65
14,70:a9:a5:d1:a5:e6,-76
15,74:90:50:40:59:7a,-74
16,e2:7b:2d:ff:de:a1,-79
17,dd:c7:9b:86:63:20,-72
18,57:f9:09:91:ac:3c,-79
19,fd:71:d9:15:7a:e3,-76
20,f7:e3:43:e2:9f:7f,-57
21,d4:36:39:ba:c1:91,-79
22,6d:15:4f:ab:92:04,-77
23,d4:9d:c0:7d:0a:b9,-79
24,7b:c6:98:cd:f4:c5,-79
25,00:c3:f4:82:db:ea,-79
