,addr,rssi
0,00:a0:50:c5:98:0b,-79
1,2c:7a:4d:bb:bd:4b,-70
2,5e:20:30:3a:98:fa,-78
3,41:d5:e8:e5:ab:a9,-59
4,74:90:50:40:59:7a,-65
5,fc:b9:fc:a2:62:4b,-79
6,e5:4d:30:d6:8b:12,-76
7,4d:55:9b:68:e9:b3,-64
8,e9:b8:2b:47:b2:56,-79
9,53:a1:4d:e8:a0:4d,-79
10,65:36:d0:17:34:f7,-77
11,58:39:53:6a:d1:55,-79
12,00:a0:50:c5:92:20,-79
13,7e:4f:02:fd:b2:07,-79
14,d5:b6:57:f9:74:83,-65
15,73:67:6b:99:c8:a8,-79
16,c9:f8:d7:6f:42:a5,-79
17,4f:b4:e2:2d:76:a5,-77
18,6b:d6:7b:7a:b0:42,-76
19,cf:64:33:5b:e5:17,-65
20,56:54:8e:87:d5:28,-79
21,de:60:04:11:74:17,-79
22,60:29:9c:26:e0:86,-79
23,7e:6f:63:54:c3:b2,-79
24,cd:20:63:ff:9a:13,-79
25,74:7a:90:07:3f:fe,-79
26,d4:53:83:c3:24:dd,-79
27,74:4d:6a:f7:30:25,-79
28,c4:0e:03:27:ed:27,-79
29,2a:b5:f8:70:64:72,-79
30,f7:30:87:3c:a6:9d,-78
31,77:53:02:77:78:52,-77
32,4e:3e:a9:6d:21:34,-79
33,f5:42:83:82:f8:31,-79
34,46:21:ff:e9:a8:8e,-79
35,e8:c3:30:b3:fd:02,-78
