,addr,rssi
0,7d:6e:d9:09:04:23,-78
1,59:3e:38:2b:99:3a,-79
2,6f:20:73:dc:e7:d2,-79
3,24:26:d4:64:53:85,-76
4,74:90:50:40:59:7a,-78
5,7c:b6:ff:53:cc:ab,-78
6,18:83:b2:03:7e:92,-79
7,62:e7:9d:b0:3a:a4,-79
8,31:07:a9:11:8b:12,-79
9,04:62:b8:89:65:04,-79
10,ae:d5:32:1b:9a:92,-76
11,53:44:48:d1:fe:07,-79
12,38:d0:5a:38:fc:f5,-79
13,1c:6c:1c:c6:5f:95,-79
14,7d:b0:cd:83:b3:48,-79
15,15:cc:57:14:22:e5,-79
16,0b:2a:83:0f:fa:2c,-79
17,3e:15:f5:c5:8a:4d,-79
18,61:3b:a0:c3:97:4d,-79
19,74:d8:8e:7d:4c:f0,-79
20,7c:f6:6a:4d:63:e8,-79
21,01:9a:26:b8:b4:b0,-79
22,f4:93:57:b5:d5:b8,-79
23,55:d0:72:43:5e:4a,-79
