,addr,rssi
0,09:e9:46:80:d3:52,-72
1,1a:22:d9:38:af:59,-55
2,50:1c:f4:9e:22:e1,-79
3,6a:05:f6:ac:c5:cc,-62
4,39:bb:c0:f3:99:0a,-79
5,60:50:ca:1d:44:a5,-79
6,6d:ce:06:6e:7b:9d,-62
7,71:d0:34:0c:9e:9e,-79
8,66:b8:03:99:68:c9,-79
9,24:64:96:2f:9b:42,-79
10,2f:11:a8:b8:a1:b5,-53
11,74:90:50:40:59:7a,-75
12,fb:51:12:bf:6e:f2,-63
13,e2:af:90:bc:fe:b3,-77
14,7e:75:d8:e7:51:75,-79
15,65:74:b2:f9:75:09,-72
16,08:40:ff:6b:9d:3f,-75
17,cd:f2:e4:f9:51:10,-72
18,14:39:fa:68:ad:70,-78
19,0b:31:16:70:48:58,-79
20,51:c2:f5:d5:3e:ac,-78
21,67:eb:86:05:f6:e5,-79
22,d2:1d:ab:14:91:f7,-79
23,4c:fd:d5:4e:12:31,-79
24,2f:33:d9:df:bd:ac,-79
25,31:79:50:de:f0:d1,-77
26,68:56:ac:36:75:d1,-76
27,de:d7:fb:67:f3:f8,-79
28,e3:be:55:2b:0e:85,-79
29,c8:37:0c:61:03:0f,-76
