,addr,rssi
0,17:cd:7a:f6:7f:dc,-79
1,62:91:b0:e8:94:f1,-45
2,75:0d:59:b2:59:43,-72
3,37:d9:06:8a:21:8c,-79
4,74:90:50:40:59:7a,-73
5,6c:83:58:b2:a6:ff,-79
6,d1:62:05:0b:3c:10,-46
7,14:52:fd:99:ff:8e,-79
8,28:55:d8:ed:06:a3,-77
9,5a:8b:37:ab:1b:1a,-75
10,c2:01:88:f2:e5:e7,-77
11,0c:5d:12:ca:be:42,-74
12,3e:ea:0d:b3:ad:1f,-79
13,22:65:d5:e4:57:b8,-74
14,50:4e:c6:b4:64:b3,-79
15,4f:1e:00:9c:c9:07,-79
16,ed:e0:b1:71:51:24,-78
17,42:b7:5e:ee:49:4a,-78
18,70:59:07:fc:c3:ad,-78
19,ea:2f:5d:e1:25:66,-71
20,51:b9:be:ac:09:97,-66
21,4a:96:8e:92:81:2f,-79
22,22:81:a9:3b:95:76,-79
23,3d:f0:35:47:30:f1,-79
24,45:4d:85:4e:5d:cc,-75
25,cf:4d:b1:d1:08:32,-66
26,5d:13:17:81:6a:9a,-78
27,4f:41:c5:c6:b0:0e,-76
28,d5:a8:a3:47:d3:4e,-79
29,62:8b:c0:63:59:6a,-79
