,addr,rssi
0,4b:06:ea:b3:bc:35,-62
1,70:e2:04:65:18:de,-77
2,19:56:87:4a:3b:eb,-74
3,27:97:64:b0:40:bb,-69
4,2f:52:32:d5:51:38,-79
5,05:8e:90:3b:a0:7c,-67
6,e1:b4:83:93:64:09,-65
7,6e:e0:3d:df:75:84,-62
8,19:40:39:31:f2:d7,-79
9,53:09:32:30:24:65,-77
10,e4:59:11:d2:d9:0e,-65
11,ef:77:7a:a9:00:ec,-53
12,51:5d:c8:1e:cf:ab,-68
13,6f:28:4b:8b:7c:af,-79
14,1e:27:2c:dd:00:5f,-79
15,7e:d3:a2:0b:42:20,-72
16,60:47:60:e6:60:f5,-79
17,c0:33:90:fc:43:34,-62
18,e3:aa:ef:bf:be:22,-79
19,7f:a5:bc:b7:f6:7d,-64
20,61:38:5a:d8:9d:dd,-77
21,3d:4d:7e:60:a7:c6,-78
22,d8:19:0d:30:fa:e5,-65
23,22:b3:61:d2:87:11,-77
24,74:90:50:40:59:7a,-68
25,1d:90:82:87:4e:e8,-79
26,6f:e7:3c:55:a1:86,-79
27,d0:30:5b:c1:da:3f,-64
28,78:b8:50:6e:d0:16,-73
29,30:37:a8:a0:9b:56,-78
30,17:3f:3f:1e:a6:a4,-79
31,2f:a3:bf:40:9a:21,-79
32,6c:e7:e1:be:86:da,-79
33,16:49:af:89:a5:a7,-77
34,07:f1:64:38:57:c2,-79
35,4b:ff:3f:5b:bf:2c,-75
36,77:77:ed:ed:9e:e6,-79
37,26:e2:c8:b5:8c:1e,-79
38,3d:0e:71:11:2e:ba,-79
