,addr,rssi
0,6e:5d:8e:9f:d5:09,-69
1,73:e9:a7:b3:da:bb,-63
2,3f:52:ee:db:f5:7e,-63
3,00:a0:50:53:36:f3,-79
4,50:e7:62:9d:ba:56,-79
5,00:a0:50:53:46:67,-79
6,44:ed:26:d0:8f:da,-74
7,00:a0:50:c5:98:0b,-79
8,4a:a1:da:fe:0f:72,-79
9,74:90:50:40:59:7a,-79
10,f9:b4:50:ce:44:fc,-79
11,06:19:86:e2:b2:e1,-79
12,2d:3c:7a:6e:69:5d,-79
13,46:0f:b0:dc:0d:cb,-79
14,09:18:13:52:c0:0e,-78
15,78:f6:63:63:19:62,-77
16,e1:22:67:f9:42:cc,-76
17,55:8b:c0:23:91:57,-79
18,05:01:77:68:40:a3,-79
19,2e:09:95:05:46:f8,-79
20,62:16:83:9a:3a:52,-77
21,65:6f:12:80:89:61,-79
22,ea:6b:97:db:a6:0a,-79
23,41:45:4c:f4:b4:ee,-79
24,e0:ff:8f:2b:40:7f,-79
25,25:b0:40:e2:48:ea,-79
26,49:65:e9:61:90:d8,-79
