,addr,rssi
0,67:3e:83:8d:07:1a,-75
1,6e:38:6b:13:f7:2e,-79
2,33:c3:75:23:3c:06,-79
3,6b:d2:50:99:84:a6,-79
4,74:90:50:40:59:7a,-71
5,d2:67:d2:50:20:d2,-79
6,f6:f0:78:9f:91:3f,-79
7,67:be:04:2e:34:aa,-79
8,7b:31:1d:98:1f:b5,-79
9,38:38:40:7c:4c:9a,-79
10,2e:b5:ad:38:be:1c,-79
11,43:1e:d8:74:2d:ce,-79
12,00:a0:50:11:5c:24,-79
13,27:bb:86:a9:3b:99,-79
14,52:98:9b:0b:25:a4,-79
15,55:95:b9:7f:6b:64,-78
16,58:93:b6:3a:91:48,-79
17,f5:45:71:66:14:df,-79
18,db:b8:2f:f4:96:33,-79
19,5a:ab:98:a9:62:16,-79
20,ce:3b:c8:bf:5a:64,-79
