,addr,rssi
0,7a:76:57:2b:5e:9c,-63
1,48:59:d6:e8:42:16,-78
2,4a:37:ad:02:f6:45,-72
3,74:90:50:40:59:7a,-74
4,5a:0b:08:eb:b6:e5,-73
5,44:f5:72:e5:cf:5b,-65
6,51:ca:84:26:a9:44,-62
7,66:db:9a:4f:97:9b,-68
8,ae:d5:32:1b:9a:92,-79
9,ed:16:d4:a3:9f:25,-72
10,32:1a:a8:33:4f:79,-79
11,02:0e:02:81:95:a2,-79
12,5d:14:de:42:c8:c8,-79
13,40:16:87:16:22:3d,-79
14,56:a9:62:47:38:70,-79
15,7d:6d:91:c4:9a:13,-79
16,4c:0e:58:35:03:53,-77
17,52:74:7e:ee:36:29,-79
18,60:2b:6b:33:61:e9,-79
19,56:6e:c4:05:bc:53,-79
20,6b:29:53:30:ac:67,-74
21,00:9b:81:03:a7:71,-76
22,65:86:5f:bc:d1:2a,-79
23,57:ff:b3:b7:ce:4c,-76
24,62:f3:e7:a1:4a:40,-75
25,38:50:c2:eb:cf:34,-78
