,addr,rssi
0,d9:65:c7:1e:dc:17,-77
1,57:ab:dd:ef:0d:8c,-75
2,6b:90:9e:f9:bc:92,-79
3,06:dc:f2:4b:4e:63,-79
4,74:90:50:40:59:7a,-74
5,2f:dc:dd:d2:b0:5e,-74
6,39:bd:bb:4b:d6:17,-77
7,51:c7:bd:9f:21:5b,-79
8,6b:65:79:ca:1c:1f,-79
9,6f:87:6f:3b:c9:bc,-79
10,70:01:aa:c3:bc:53,-79
11,4f:78:1d:d7:a6:e1,-79
12,65:98:df:c8:56:75,-71
13,0a:06:a0:86:0e:ab,-75
14,52:af:ef:00:c1:b4,-77
15,7a:7e:20:46:57:c0,-78
16,46:3b:84:af:ad:99,-76
17,60:0f:7c:9b:6c:0f,-79
18,ea:f3:4c:13:49:76,-73
19,68:3b:01:6f:82:73,-79
20,40:52:6e:35:4a:0d,-79
