,addr,rssi
0,4d:9e:9b:c1:b1:d5,-63
1,4a:36:0a:41:03:11,-64
2,30:b3:12:3c:f4:d3,-62
3,d4:9d:c0:7d:1d:65,-79
4,00:fe:2b:4e:63:7b,-69
5,6d:d5:f0:1c:64:8f,-75
6,00:21:66:80:ff:3c,-79
7,d4:9d:c0:7d:11:39,-79
8,ca:63:5b:0c:14:64,-61
9,d4:9d:c0:7c:fe:df,-79
10,74:90:50:40:59:7a,-70
11,d4:9d:c0:7d:0a:b9,-79
12,c4:32:c0:73:fa:80,-72
13,d4:9d:c0:7d:2d:a1,-79
14,60:fa:28:e9:e1:d6,-79
15,2a:fe:f9:ee:ca:f2,-79
16,d4:9d:c0:7d:11:17,-79
17,d4:9d:c0:7d:30:7b,-79
18,00:c3:f4:70:96:8f,-79
19,49:02:31:d3:e0:b3,-79
20,ef:d3:af:ea:ab:9a,-78
21,51:c7:bd:46:27:f0,-79
22,1d:49:4d:58:79:c4,-77
23,42:ab:7b:21:16:29,-79
24,5a:bb:29:26:4b:5d,-79
25,fc:c9:44:48:e4:1b,-79
