,addr,rssi
0,6d:56:8f:89:54:c9,-64
1,17:12:f2:7b:d6:aa,-65
2,70:13:d8:36:2f:ad,-65
3,68:e0:77:cc:69:b2,-72
4,4f:d6:e4:52:a2:b7,-64
5,fa:4c:e6:f4:78:a9,-79
6,e1:22:59:38:6b:9d,-65
7,74:90:50:40:59:7a,-67
8,47:59:27:76:41:db,-79
9,dd:ed:8d:27:d4:a4,-66
10,68:38:aa:be:38:33,-76
11,00:a0:50:11:96:a9,-79
12,62:59:75:cb:55:b5,-79
13,62:2e:fa:98:34:1f,-79
14,7f:93:73:dc:57:ba,-78
15,c0:0d:cc:58:99:aa,-79
16,57:02:d7:9f:73:b8,-76
17,76:74:5d:ac:b1:36,-79
18,fc:ca:ea:38:32:92,-78
19,69:3c:0f:bf:ee:a4,-79
20,d0:72:5a:36:c7:a7,-73
21,7f:56:79:63:ba:d0,-75
22,fa:bb:3a:9f:99:84,-67
23,f4:08:5b:f6:bb:b3,-71
24,7d:a4:53:b0:7a:06,-79
25,f4:c9:01:3c:99:d7,-79
26,77:54:6f:78:b5:51,-79
27,5a:c6:e5:5e:3d:93,-79
28,6c:ba:ef:63:cf:30,-79
29,da:c6:0b:f4:45:71,-79
30,61:33:8d:2e:b9:d0,-79
31,00:a0:50:11:96:17,-79
32,14:a3:1e:8c:c7:4d,-79
33,21:9c:e8:62:a0:46,-79
34,0b:ac:5e:66:ec:20,-79
