,addr,rssi
0,00:a0:50:d6:c7:46,-78
1,00:a0:50:ed:43:25,-79
2,49:ec:b8:91:63:7d,-74
3,7d:7f:b5:b7:ea:9e,-79
4,7c:02:dc:98:9c:33,-67
5,24:42:16:c0:6e:32,-69
6,5d:83:28:a6:5e:b2,-68
7,56:48:c7:2f:b3:9d,-66
8,74:1a:1a:d8:6b:5a,-79
9,6c:6c:14:21:a0:9d,-79
10,7e:41:06:bb:68:a3,-78
11,7f:10:0e:e8:2f:ce,-72
12,5a:85:f5:27:33:8b,-79
13,e3:d2:17:0f:67:a3,-72
14,c3:b9:d6:4f:44:9f,-68
15,4a:da:39:82:12:be,-79
16,f1:28:25:78:1f:a1,-68
17,d2:97:7b:5f:51:7a,-76
18,00:a0:50:9a:76:66,-79
19,74:90:50:40:59:7a,-67
20,60:95:e3:02:c9:73,-79
21,f0:97:82:b6:1d:01,-78
22,03:c4:e4:46:41:ba,-79
23,62:01:d8:9f:66:ad,-79
24,0f:83:49:08:cd:25,-79
25,67:ed:65:ef:f1:55,-79
