,addr,rssi
0,7d:80:25:ec:7b:94,-77
1,45:a4:e7:da:d3:b4,-68
2,74:90:50:40:59:7a,-78
3,63:cc:b2:f9:1b:4e,-71
4,47:5a:f2:fb:f1:7d,-79
5,68:c2:39:bc:38:6f,-72
6,6b:01:52:7b:6b:f6,-41
7,68:09:54:e9:7d:19,-77
8,c5:f4:4f:7d:65:df,-67
9,c9:f3:f2:b7:ea:e8,-71
10,5f:11:37:cb:3f:93,-76
11,4d:0a:71:87:c4:a9,-62
12,d8:30:c3:95:36:e9,-64
13,e7:81:02:71:a2:b7,-61
14,e2:5d:e2:05:45:79,-69
15,56:f1:7b:d2:84:94,-79
16,c5:bb:1c:f3:8b:2d,-72
17,c8:fc:7f:cd:39:63,-79
18,5c:01:1d:7f:0f:d7,-79
19,f1:aa:1b:bc:e8:e1,-79
20,cb:5a:47:f1:6a:8b,-74
21,53:a9:48:14:81:6e,-79
22,79:17:5d:43:f5:4c,-79
23,1e:e5:b7:27:d3:5e,-79
24,c0:50:fd:ac:ec:01,-66
25,42:90:f9:dd:9e:2a,-75
26,39:01:c6:a9:d1:c8,-76
27,69:61:8d:22:0b:f4,-79
28,24:3b:8c:fc:ac:fb,-79
29,e3:79:9b:81:f8:0d,-79
