,addr,rssi
0,d0:c6:5e:b7:f3:78,-59
1,73:51:d3:96:a3:9b,-77
2,62:53:72:ba:1e:6a,-54
3,71:b8:72:c2:60:74,-76
4,74:31:28:61:45:c5,-78
5,69:0b:a8:91:e3:ba,-70
6,79:4a:20:93:18:9b,-79
7,58:91:55:95:b5:c9,-74
8,6c:e6:49:53:fd:71,-79
9,74:90:50:40:59:7a,-73
10,24:fc:e5:7c:81:95,-79
11,45:63:a8:25:1b:b3,-79
12,77:d5:22:a9:ce:a7,-78
13,05:8f:f2:12:8a:41,-79
14,d7:e4:1d:89:fc:bf,-79
15,06:f2:0f:42:e2:9d,-79
16,d4:9d:c0:7c:fe:df,-79
17,d4:9d:c0:7d:1e:1f,-79
18,61:38:fc:94:c4:ab,-79
19,1d:36:c9:c0:c3:a7,-79
20,d4:9d:c0:7d:08:71,-79
21,d4:9d:c0:7d:28:5d,-79
22,00:a0:50:c4:24:ee,-79
23,31:0d:62:5b:e2:5d,-79
24,5c:01:47:df:16:6b,-79
25,7c:f4:3a:41:e8:5a,-71
26,48:0c:5f:69:7e:a9,-79
27,d4:9d:c0:7d:1f:5f,-79
28,d4:9d:c0:7c:fe:ef,-79
