,addr,rssi
0,db:16:2f:32:bf:37,-73
1,61:76:d1:a0:94:63,-68
2,07:47:c1:c0:5b:07,-78
3,55:54:d3:31:78:5c,-74
4,63:fb:2c:40:dc:e8,-72
5,74:90:50:40:59:7a,-71
6,61:c9:6a:ae:b6:ee,-69
7,e2:2e:45:95:4a:16,-63
8,72:ce:bd:86:a3:be,-66
9,cc:ac:3d:5b:2e:14,-68
10,60:78:2a:4b:53:30,-79
11,1c:7f:da:0e:5a:92,-66
12,54:46:b3:49:53:a2,-79
13,f0:97:ae:fc:a4:db,-72
14,53:8c:0c:d3:3a:72,-79
15,74:37:fd:07:c3:3d,-79
16,6b:41:74:4f:12:d2,-79
17,c9:79:09:2a:e7:4f,-79
18,44:17:d7:e2:c9:19,-79
19,fe:28:7b:f3:0d:f1,-79
20,4b:29:5d:03:fa:ba,-79
21,0d:5f:69:b7:96:37,-78
