,addr,rssi
0,50:43:88:c4:1e:16,-76
1,6c:f8:38:38:22:a5,-79
2,44:19:4b:3b:03:ce,-65
3,58:05:7d:10:d8:54,-64
4,48:2c:f1:d9:e3:0a,-59
5,4a:e5:8e:d4:63:35,-66
6,05:9b:c1:fe:06:db,-73
7,5d:9e:0b:e5:df:c1,-79
8,64:4c:b9:e5:3d:71,-71
9,59:0e:f7:89:a6:91,-71
10,69:3f:06:fc:7c:64,-79
11,76:7b:f7:69:de:d3,-67
12,75:20:83:eb:40:fc,-68
13,6c:c4:8c:eb:73:f9,-73
14,2f:3c:d4:e8:70:aa,-69
15,77:cd:e5:35:38:f2,-56
16,08:58:e5:9a:c5:62,-67
17,28:97:44:5c:07:16,-71
18,78:57:0a:b9:c7:71,-78
19,c4:c5:bb:74:fe:4d,-67
20,4d:c4:e0:51:1e:dc,-79
21,03:dd:a7:71:9a:0e,-63
22,4a:36:7b:31:fd:cb,-76
23,28:a1:b1:c0:4c:99,-79
24,78:45:9a:4f:9c:b3,-76
25,df:ce:d2:26:36:a4,-71
26,57:6e:9b:43:d0:72,-63
27,79:a5:0a:84:33:a9,-70
28,cd:2b:d0:08:21:27,-58
29,e6:9f:0f:7d:bf:d8,-63
30,68:d9:3a:38:23:b7,-79
31,d0:af:14:bf:4d:9f,-60
32,70:d4:9c:f4:1c:88,-79
33,74:90:50:40:59:7a,-79
34,df:5a:52:1e:c0:70,-78
35,46:ac:f7:99:35:1a,-79
36,f0:24:d8:7b:89:fa,-79
37,56:8e:30:f0:8b:13,-79
38,d1:0b:b1:aa:86:2f,-63
