,addr,rssi
0,28:bd:b3:b6:10:c4,-79
1,72:51:bb:ac:de:1b,-73
2,59:09:96:c7:2d:31,-74
3,74:90:50:40:59:7a,-64
4,63:29:cb:ff:40:8c,-66
5,59:77:83:5c:2b:e1,-66
6,27:95:cc:01:eb:d0,-79
7,40:31:6d:ed:94:d4,-74
8,3e:60:a5:2e:0e:70,-70
9,17:e4:7b:d8:2c:da,-66
10,59:e8:e1:0f:d7:12,-79
11,62:f8:0f:5f:ba:3e,-79
12,28:b9:df:c9:ed:b1,-79
13,27:91:c7:63:ea:c4,-79
14,53:b9:66:34:c4:e4,-79
15,2d:f6:e3:3f:ee:7f,-79
16,32:a4:77:c8:21:12,-79
17,0f:6a:3b:10:f5:36,-79
18,07:2f:b5:43:eb:d8,-79
19,60:0d:30:75:86:6a,-79
20,40:f5:cf:62:c3:c2,-79
21,4b:b4:05:a0:05:72,-79
22,41:20:87:9b:c5:94,-79
