,addr,rssi
0,79:9c:7d:f4:2f:d3,-77
1,7e:38:21:2c:c2:52,-77
2,74:8a:ab:4e:9d:bc,-71
3,15:e3:2d:a1:ae:a2,-79
4,19:90:fb:bb:2b:80,-76
5,53:4d:e1:9e:c1:df,-74
6,5d:35:ec:40:55:15,-77
7,05:c6:c4:56:ba:9e,-65
8,2c:c4:ac:e4:5c:b8,-72
9,58:88:af:36:5e:97,-79
10,53:10:e7:55:39:c7,-59
11,77:c1:4e:26:93:54,-74
12,20:0d:4e:5d:4e:4b,-71
13,c8:35:00:52:63:86,-77
14,61:0d:87:21:dc:43,-63
15,c4:47:36:82:88:20,-72
16,3a:28:fd:95:8e:1a,-78
17,4a:df:80:46:07:78,-73
18,6d:35:3d:5d:6b:d3,-74
19,4a:e6:cd:6d:93:93,-72
20,5d:e4:4f:1b:c2:93,-79
21,f5:48:58:37:44:a5,-70
22,58:1e:5d:05:28:c7,-79
23,18:ee:3c:df:72:5a,-79
24,5e:52:22:e3:16:22,-76
25,65:c7:80:dc:03:b2,-79
26,74:90:50:40:59:7a,-75
27,13:3d:27:0e:a0:d4,-79
28,71:ac:ff:6c:7c:b3,-79
29,4a:0a:4a:53:b4:8b,-79
30,f2:62:25:45:b9:04,-79
31,ed:dd:1b:02:47:9e,-71
32,5e:73:b7:b9:ae:0b,-79
33,52:ed:3f:0b:ae:f5,-79
34,eb:66:1a:d5:97:13,-79
35,72:ed:2d:93:f2:fb,-79
36,4c:ca:37:ac:06:d9,-79
37,6b:a1:74:dc:bf:97,-72
38,17:8d:e7:d2:eb:1a,-79
39,0e:2f:5d:3a:51:2b,-79
40,00:ae:fa:c1:1c:db,-79
41,61:6f:70:b9:47:32,-79
42,31:c9:e3:e9:d2:73,-76
43,78:83:2c:13:a5:db,-72
