,addr,rssi
0,d4:9d:c0:7d:31:b9,-79
1,e7:c8:39:a5:ef:a5,-79
2,d4:9d:c0:7d:09:95,-79
3,19:40:8c:0b:21:0e,-77
4,6c:ae:00:d4:b1:02,-79
5,d4:9d:c0:7d:20:e7,-79
6,03:cd:19:13:7e:83,-79
7,6d:3a:a9:54:6e:b6,-76
8,d6:fd:11:ea:0f:64,-49
9,e0:92:93:76:24:3c,-77
10,74:90:50:40:59:7a,-69
11,73:5e:55:f2:1f:27,-79
12,ec:d7:a5:1d:b3:b4,-79
13,7b:bc:bb:1f:c6:2c,-79
14,2d:78:26:1b:a3:25,-79
15,6f:62:22:b0:78:a5,-79
16,25:e1:c0:aa:01:9e,-79
17,ee:c3:a1:e6:3a:ed,-79
18,3f:54:f6:24:00:bd,-78
19,d4:9d:c0:7d:1f:5f,-79
20,d4:9d:c0:7d:08:71,-79
21,d4:9d:c0:7d:11:91,-79
22,00:c3:f4:70:96:a3,-79
