,addr,rssi
0,50:8e:eb:72:9c:a9,-79
1,1b:fd:2e:c5:fb:73,-53
2,7a:d8:53:97:65:1f,-54
3,d5:e8:61:90:3b:fa,-55
4,60:c8:a5:29:75:45,-78
5,74:90:50:40:59:7a,-69
6,47:38:92:e3:43:1d,-79
7,60:3b:b5:ee:a4:1d,-79
8,62:1e:6d:55:cb:16,-78
9,dd:dc:0e:5e:15:73,-79
10,f7:9e:c9:71:40:ee,-73
11,c7:59:1d:f0:d1:e6,-79
12,4c:b9:ed:06:87:93,-78
13,7d:fc:48:0a:56:c0,-78
14,00:a0:50:53:46:47,-79
15,17:d7:c6:7c:92:f0,-79
16,45:4b:e4:dd:3c:1e,-74
17,db:5a:7b:77:9c:03,-79
18,38:3a:c0:59:0c:48,-79
19,65:59:26:f2:cb:1b,-79
20,0b:56:21:8e:27:0d,-79
21,40:89:5b:7c:31:f1,-79
22,5d:3a:8b:19:4d:25,-75
23,02:bb:b8:66:06:d9,-79
24,1e:01:bb:4a:8d:78,-79
25,7a:69:de:0f:ac:67,-79
26,2d:53:8a:8e:a7:c3,-77
27,03:b5:c5:c3:03:f7,-79
28,56:91:fe:35:e5:b6,-79
29,5d:1b:68:56:2f:6b,-79
30,3a:ca:ba:a4:e1:60,-79
31,76:97:c1:fb:c6:f6,-78
32,64:37:c7:04:54:ba,-79
33,30:9d:f2:73:a0:db,-78
34,5e:6f:63:df:e0:81,-79
35,dd:58:9b:ff:84:83,-79
36,70:bf:aa:86:ac:da,-79
37,48:30:28:2a:d4:d2,-79
38,48:18:ea:18:91:7a,-79
39,49:6c:07:b6:87:d1,-79
40,1e:b5:29:e8:39:93,-77
41,67:ea:41:0b:b6:1a,-79
42,19:8b:65:74:c5:8f,-79
43,14:31:a5:35:43:7c,-79
44,64:32:4e:a1:34:bd,-76
45,c9:92:0e:19:62:a1,-77
