,addr,rssi
0,db:7c:15:fc:69:1e,-65
1,7b:17:ee:f9:ed:7b,-63
2,63:19:5c:60:ff:85,-79
3,0b:d6:f8:87:e8:98,-65
4,4c:91:b8:ec:90:19,-77
5,7d:fd:40:2a:57:55,-64
6,74:90:50:40:59:7a,-68
7,e3:15:95:85:1f:29,-66
8,04:aa:b3:a8:ef:d8,-77
9,4d:a2:c0:77:a6:d3,-78
10,ce:20:7c:b1:7c:60,-58
11,68:96:be:80:ac:93,-79
12,16:82:3f:3a:af:4a,-79
13,48:92:82:c3:52:dd,-63
14,5f:c5:37:2c:a3:c7,-79
15,53:da:b7:7c:4f:28,-74
16,29:db:9f:9f:38:39,-76
17,62:58:ad:32:af:b4,-76
18,40:29:ab:52:29:92,-78
19,0c:73:8d:23:79:43,-79
20,64:cc:17:57:e4:55,-78
