,addr,rssi
0,7f:91:da:53:27:ec,-69
1,34:44:4c:fe:82:d9,-79
2,02:e9:d6:a4:53:1d,-79
3,6b:07:03:32:4e:6f,-79
4,25:80:71:34:12:af,-79
5,74:90:50:40:59:7a,-78
6,57:16:18:3d:36:df,-77
7,5c:6a:02:7e:2e:86,-79
8,24:f4:7e:d8:6e:f1,-77
9,3a:fb:6d:33:bc:95,-79
10,55:5e:84:01:75:45,-79
11,42:3e:d0:ed:e2:a6,-79
12,40:44:4b:ee:99:f2,-78
13,76:f0:5d:16:9d:81,-78
14,73:3b:bd:98:5c:c2,-79
15,17:8d:2b:26:67:cd,-75
16,07:a1:8e:63:ce:8b,-79
17,3a:5a:c4:75:61:90,-79
18,77:31:fa:e6:4c:5d,-72
19,6b:ae:aa:84:b8:1c,-79
20,6f:0d:a6:0e:81:f0,-79
21,23:ac:94:d6:16:2d,-79
22,25:64:ab:cd:29:33,-79
23,76:0f:46:e8:b0:72,-76
24,5f:dc:b8:05:b2:45,-79
25,3e:1e:db:bf:86:8a,-78
26,65:0f:36:7b:65:22,-79
27,27:80:b9:38:1e:95,-79
28,44:6f:13:4a:c4:4a,-79
29,31:6b:48:88:10:b7,-79
30,5f:38:ac:d3:bd:55,-79
