,addr,rssi
0,7e:de:49:11:05:70,-64
1,48:c0:2f:7f:67:4d,-71
2,0e:b3:f7:17:77:32,-64
3,da:76:1f:78:30:ef,-76
4,55:eb:26:89:b2:87,-76
5,4b:0c:d2:d9:3d:f1,-79
6,c3:92:96:6e:fd:bc,-65
7,42:23:b2:c2:c2:5b,-76
8,4b:71:9f:b6:36:a2,-79
9,4e:65:23:86:0b:61,-79
10,6b:bc:62:73:5e:39,-76
11,42:23:06:7c:63:06,-79
12,74:90:50:40:59:7a,-69
13,55:6a:92:5b:39:09,-78
14,43:3e:6a:d1:1a:ce,-78
15,2a:f2:b5:b3:5e:63,-79
16,79:79:d5:4d:70:81,-79
17,76:ad:fc:18:24:c4,-79
18,52:a3:3c:d2:86:fd,-79
19,77:c0:cd:8f:fa:60,-79
20,47:2a:b0:9d:9c:6b,-79
21,28:ed:e0:d6:fb:a8,-79
22,35:ef:7f:63:07:3b,-79
