,addr,rssi
0,44:f2:f0:e9:88:79,-65
1,16:ff:fa:9b:c4:67,-65
2,43:44:19:6d:98:b9,-73
3,61:1b:32:6d:02:2f,-78
4,5a:9c:0f:ae:d7:6b,-64
5,47:17:2e:97:0a:c7,-65
6,e0:ed:29:0e:ab:0b,-79
7,2e:34:8d:7e:9b:a4,-77
8,3f:0c:bd:cb:52:ec,-79
9,33:c9:0c:44:fc:0b,-74
10,70:ac:e2:63:1a:ac,-72
11,04:d0:4c:44:d9:cf,-65
12,74:90:50:40:59:7a,-69
13,71:98:37:2b:79:bf,-79
14,f9:7d:a3:c7:1f:ac,-63
15,d5:2e:6f:42:33:14,-68
16,ec:3b:16:0c:d3:23,-68
17,c0:8d:04:63:f6:4a,-71
18,c3:86:fc:82:ee:68,-71
19,cf:3a:06:97:36:68,-79
20,73:36:48:2c:7a:50,-79
21,55:f8:51:a8:87:db,-79
22,14:a1:09:a7:fd:db,-79
23,58:40:05:c6:60:87,-77
24,74:d7:6f:91:42:a3,-79
25,48:cb:43:9d:30:9b,-79
26,6f:70:7f:02:1a:ce,-79
27,ed:c1:0f:08:94:2a,-79
28,2b:36:46:a7:98:f1,-79
29,4d:df:06:eb:d5:7b,-79
30,60:5d:d2:2c:58:63,-79
