,addr,rssi
0,6a:8b:8b:8a:a9:3d,-53
1,02:96:97:99:ef:c2,-67
2,51:e8:7e:0a:90:cc,-64
3,17:4d:29:04:7a:7d,-79
4,02:cc:1e:bd:e8:91,-73
5,69:ff:fa:f8:33:7d,-51
6,2a:6d:d0:f7:26:cb,-54
7,d4:9d:c0:7d:08:71,-79
8,4c:35:1b:a2:c2:6e,-65
9,4d:90:82:af:e8:b1,-65
10,7d:36:90:28:9f:9d,-78
11,3c:71:1e:cc:6f:1d,-79
12,c3:fb:8e:8b:83:8c,-57
13,34:ce:ba:4a:db:de,-78
14,12:f5:74:8d:6b:e1,-79
15,49:a5:b6:42:36:0c,-78
16,5c:bb:99:88:e5:28,-79
17,ae:d5:32:1b:9a:92,-79
18,15:68:73:01:87:57,-79
19,74:90:50:40:59:7a,-77
20,cd:b1:12:7d:17:e0,-63
21,65:c3:4d:7f:b7:b0,-79
22,22:ec:aa:58:96:af,-79
23,47:6c:82:1b:28:85,-79
24,0b:d9:64:f2:7b:73,-79
25,ce:f8:04:63:4f:63,-77
26,6e:7b:05:40:cd:15,-79
27,4a:79:73:ae:74:fb,-79
28,46:f5:55:88:88:a3,-79
29,f3:ba:5f:c5:4e:70,-79
