,addr,rssi
0,6b:f9:de:33:78:0a,-62
1,7a:06:69:5f:35:50,-61
2,02:6a:68:56:97:89,-77
3,65:4a:31:50:14:20,-75
4,64:87:0e:c1:9a:49,-75
5,49:f6:42:25:02:80,-78
6,65:39:7f:ba:e2:9b,-74
7,74:90:50:40:59:7a,-67
8,c4:2d:b2:96:11:de,-79
9,fa:41:8a:14:3c:4d,-64
10,e3:9b:99:da:00:57,-79
11,ef:80:0b:c4:40:d7,-77
12,52:41:5f:d1:97:53,-78
13,70:50:1c:21:b4:90,-79
14,11:25:42:78:58:2b,-74
15,5f:36:e6:ea:99:53,-79
16,7c:ec:42:11:c4:aa,-78
17,51:e2:8d:98:49:d1,-79
18,57:52:61:b2:1f:fd,-74
19,de:b5:b2:d2:db:b1,-79
20,f4:fe:96:ea:9a:c5,-79
21,58:0f:b2:51:71:b0,-79
22,d4:9b:b4:ac:98:97,-73
23,ed:9a:28:c4:18:c1,-78
24,fa:5a:1c:79:0d:1f,-79
25,00:a0:50:c4:51:a7,-79
