,addr,rssi
0,30:6f:40:ad:58:21,-61
1,4c:91:b5:7d:4c:a1,-59
2,ce:c8:6e:e3:22:cf,-64
3,5b:82:23:c4:39:38,-65
4,7f:2b:d3:5e:00:4b,-78
5,ca:20:b8:1e:28:2e,-75
6,39:b9:b0:7e:09:21,-77
7,c5:68:ea:b6:02:06,-62
8,75:52:02:d3:14:52,-68
9,74:90:50:40:59:7a,-76
10,db:35:e4:3b:af:43,-79
11,7d:f3:8f:84:15:4b,-79
12,7d:1a:df:64:32:96,-78
13,67:5e:e5:61:8d:82,-79
14,3b:de:ad:77:98:0c,-76
15,52:bc:51:5b:ae:b5,-78
16,4b:53:72:c1:6c:ac,-79
17,24:b4:ad:86:06:9b,-79
18,66:23:30:8b:c3:f6,-79
19,49:a4:e1:2c:3c:3c,-71
20,1c:3c:bb:2c:88:5f,-79
21,5e:32:fa:4c:34:62,-79
22,46:3a:bc:ce:75:d0,-78
23,25:c9:3b:02:82:84,-79
