,addr,rssi
0,28:9b:1b:76:3c:65,-67
1,74:90:50:40:59:7a,-72
2,25:09:d7:5f:0b:dc,-76
3,58:a0:4f:af:63:7c,-79
4,61:e3:57:c8:d3:14,-78
5,1b:57:15:39:ed:f1,-79
6,78:1e:67:73:ea:18,-79
7,cb:6c:ad:6b:3b:12,-79
8,77:9d:ad:e9:54:54,-78
9,d1:58:a3:4b:12:44,-79
10,5a:f7:9e:0d:9e:8f,-79
11,47:79:20:db:9c:51,-78
12,5c:f0:c1:d9:55:c2,-76
13,61:cd:6e:b4:bd:67,-75
14,1f:55:42:54:9a:62,-79
15,71:77:c1:11:3d:a7,-75
16,21:1e:c9:8f:3a:f3,-78
17,67:06:b2:3f:1e:ef,-77
18,44:34:e1:22:12:ec,-79
19,0b:f6:ee:8d:c2:eb,-77
20,01:ba:b5:85:67:e3,-79
21,69:5c:da:aa:e5:56,-79
