,addr,rssi
0,3c:48:73:c7:cb:96,-78
1,47:c1:99:b0:db:48,-64
2,6e:cd:46:6f:d1:03,-79
3,6f:80:75:52:02:28,-78
4,5c:4a:35:d4:f0:06,-75
5,f7:6f:ce:74:c3:8b,-77
6,46:10:87:34:95:03,-79
7,74:90:50:40:59:7a,-71
8,e8:43:9f:08:31:bd,-79
9,7d:7e:8b:32:d1:e3,-76
10,f7:61:c1:cc:58:61,-78
11,e4:c3:22:8f:1f:1c,-73
12,50:95:71:ef:7c:7e,-75
13,3f:30:dd:6d:dd:be,-63
14,6d:61:b3:fd:2c:64,-79
15,5b:1a:32:74:78:d8,-79
16,2a:40:24:3f:5a:0c,-77
17,18:e5:99:2a:02:75,-79
18,1c:b6:33:c8:c3:7c,-77
19,11:59:21:3a:fc:a1,-79
20,79:69:5f:de:f5:45,-79
21,6d:44:47:7f:72:be,-79
22,2c:3b:51:e2:fd:2e,-79
23,52:03:22:b1:a8:4b,-79
24,48:d4:69:68:88:8d,-75
25,79:85:09:98:58:51,-79
26,5b:4c:d6:a7:e9:af,-79
27,7e:87:54:b8:f1:cf,-79
28,e7:1a:9a:59:b7:29,-74
29,05:c6:4d:65:1a:68,-79
30,fb:cd:d4:8c:33:86,-79
