,addr,rssi
0,71:69:65:4c:03:09,-77
1,0b:5b:da:94:e7:02,-79
2,63:fd:a0:9b:b9:5e,-73
3,53:cb:5d:12:1b:74,-77
4,45:91:af:1a:1e:80,-50
5,de:a3:f1:e2:8b:4d,-78
6,71:6e:4f:49:f0:5b,-67
7,1c:b3:f6:df:89:ba,-56
8,d5:e8:61:90:3b:fa,-50
9,74:90:50:40:59:7a,-67
10,75:ba:0e:a9:7d:ed,-79
11,ef:b9:83:0b:05:21,-76
12,1a:d7:27:0f:a6:16,-69
13,6d:a1:99:48:88:78,-78
14,c7:02:a6:f0:91:a3,-79
15,28:aa:f3:dc:b4:45,-79
16,67:26:48:a3:a5:8e,-79
17,6b:97:be:d3:cf:8e,-75
18,7e:12:49:2d:e2:a2,-78
19,d2:61:24:56:79:e2,-79
20,7a:f5:a4:04:ad:06,-79
