,addr,rssi
0,63:9a:9f:53:15:e8,-68
1,6f:7f:26:f6:14:9a,-61
2,72:1a:82:23:ee:9b,-72
3,16:2b:fa:cd:c5:a7,-72
4,0a:d7:c2:e9:a3:44,-63
5,d6:44:69:d9:8c:2f,-73
6,17:cf:ba:29:c8:f9,-79
7,41:79:2a:e3:3a:d4,-75
8,09:01:ce:49:40:29,-79
9,c6:94:b9:37:c2:c0,-65
10,41:b7:14:7b:b1:10,-79
11,59:d1:30:9e:bf:37,-63
12,74:90:50:40:59:7a,-77
13,1a:87:ce:e1:0f:d4,-76
14,68:91:f4:5b:90:0d,-64
15,7b:e8:76:cb:83:79,-79
16,f1:a6:37:eb:f2:1a,-62
17,ea:31:03:d7:67:dd,-74
18,4f:7e:4f:4d:0f:9e,-79
19,1f:d7:09:b9:df:32,-73
20,72:fd:29:8d:bf:6d,-69
21,c2:ef:79:ba:db:03,-79
22,fd:9d:d0:ec:6e:32,-68
23,2d:2e:ce:af:14:40,-79
24,38:08:74:60:6d:57,-79
25,7c:a4:7d:4a:c4:4a,-78
26,c9:89:02:cf:74:e3,-74
27,38:da:9a:5b:3f:08,-78
