,addr,rssi
0,4a:00:fa:0d:8b:bc,-64
1,75:ef:98:6e:ce:f7,-67
2,44:53:5e:d2:cd:0b,-67
3,74:90:50:40:59:7a,-71
4,5d:20:91:e5:c7:b6,-75
5,c7:7b:84:0b:41:bc,-71
6,18:c1:e4:c4:25:1c,-63
7,74:7b:8e:4b:bc:43,-67
8,26:af:18:d1:82:41,-79
9,cd:80:6e:f5:28:ce,-67
10,e2:86:df:a8:4f:8f,-65
11,7b:f2:aa:bb:b5:ce,-79
12,42:20:9f:30:4c:99,-71
13,e7:1a:9a:59:b7:29,-75
14,51:08:12:57:8f:7a,-79
15,fd:15:7d:16:78:20,-74
16,48:50:50:a2:11:47,-79
17,44:f2:fa:24:39:26,-79
18,53:7e:69:96:3e:1b,-79
19,10:46:ab:48:a1:a0,-79
20,d2:44:8f:8c:2a:1a,-72
