,addr,rssi
0,21:8c:d1:e4:86:2b,-70
1,67:23:99:b0:54:69,-64
2,50:4a:37:39:70:8b,-64
3,6a:ed:3c:e1:0e:77,-64
4,6c:90:05:09:0a:e5,-71
5,55:dc:43:98:35:3a,-71
6,16:ba:42:4d:d2:a6,-63
7,00:09:a7:1d:4c:65,-74
8,3a:0f:03:dc:ae:da,-79
9,3c:80:04:bf:37:e7,-76
10,03:78:cd:f9:14:3f,-79
11,34:6e:dd:74:2f:f0,-71
12,68:35:4a:17:0e:34,-77
13,76:25:1a:74:31:fd,-79
14,7c:0a:58:83:60:70,-79
15,cc:6b:e3:26:45:ed,-64
16,fb:50:f1:26:95:0c,-65
17,fd:4a:91:3c:e2:12,-75
18,48:da:66:44:f3:b9,-79
19,74:90:50:40:59:7a,-78
20,f1:66:50:c4:3a:42,-62
21,da:c8:1c:c6:10:77,-67
22,67:f2:c1:ad:ee:05,-79
23,7f:76:51:85:e9:29,-74
24,e1:14:13:9a:35:3e,-75
25,f2:2e:09:b1:b1:0b,-72
26,78:07:29:00:4e:dc,-74
27,61:8d:52:6c:70:ae,-79
28,24:71:89:e8:72:fc,-78
29,6f:0d:c4:52:13:fe,-79
30,f9:b9:59:c2:fb:0b,-78
