,scan_time,route_id,busstop_id
0,1638144009,000001,00
1,1638144024,000001,00
2,1638144039,000001,00
3,1638144054,000001,00
4,1638144069,000001,00
5,1638144084,000001,00
6,1638144099,000001,00
7,1638144114,000001,00
8,1638144129,000001,00
9,1638144144,000001,00
10,1638144159,000001,00
11,1638144174,000001,00
12,1638144189,000001,00
13,1638144204,000001,00
14,1638144219,000001,00
15,1638144234,000001,00
16,1638144249,000001,00
17,1638144264,000001,00
18,1638144279,000001,00
19,1638144294,000001,00
20,1638144309,000001,00
21,1638144324,909911,00
22,1638144339,909911,00
23,1638144354,909911,00
24,1638144369,909911,00
25,1638144384,909911,00
26,1638144399,909911,00
27,1638144414,909911,00
28,1638144429,909911,00
29,1638144444,909911,00
30,1638144459,909911,00
31,1638144474,909911,00
32,1638144489,909911,00
33,1638144504,909911,02
34,1638144519,909911,02
35,1638144534,909911,02
36,1638144549,909911,02
37,1638144564,909911,02
38,1638144579,909911,02
39,1638144594,909911,02
40,1638144609,909911,02
41,1638144624,909911,03
42,1638144639,909911,03
43,1638144654,909911,03
44,1638144669,909911,03
45,1638144684,909911,03
46,1638144699,909911,03
47,1638144714,909911,03
48,1638144729,909911,03
49,1638144744,909911,03
50,1638144759,909914,00
51,1638144774,909914,01
52,1638144789,909914,02
53,1638144804,909914,02
54,1638144819,909914,02
55,1638144834,909914,02
56,1638144849,909914,02
57,1638144864,909914,02
58,1638144879,909914,02
59,1638144894,909914,02
60,1638144909,909914,02
61,1638144924,909914,02
62,1638144939,909914,02
63,1638144954,909914,02
64,1638144969,909914,02
65,1638144984,909914,02
66,1638144999,909914,02
67,1638145014,909914,02
68,1638145029,909914,02
69,1638145044,909914,02
70,1638145059,909914,02
71,1638145074,909914,02
72,1638145089,909914,02
73,1638145104,909914,02
74,1638145119,909914,02
75,1638145134,909914,02
76,1638145149,909914,02
77,1638145164,909914,03
78,1638145179,909914,03
79,1638145194,909914,03
80,1638145209,909914,03
81,1638145224,909914,03
82,1638145239,909914,03
83,1638145254,909914,03
84,1638145269,909914,04
85,1638145284,909914,04
86,1638145299,909914,04
87,1638145314,909914,04
88,1638145329,909914,04
89,1638145344,909914,04
90,1638145359,909914,04
91,1638145374,909914,04
92,1638145389,909914,04
93,1638145404,909914,04
94,1638145419,909914,04
95,1638145434,909914,04
96,1638145449,909914,04
97,1638145464,909914,04
98,1638145479,909914,04
99,1638145494,909914,04
100,1638145509,909914,05
101,1638145524,909914,05
102,1638145539,909914,05
103,1638145554,909914,05
104,1638145569,909914,05
105,1638145584,909914,05
106,1638145599,909914,05
107,1638145614,909914,06
108,1638145629,909914,06
109,1638145644,909914,06
110,1638145659,909914,06
111,1638145674,909914,06
112,1638145689,909914,06
113,1638145704,909914,06
114,1638145719,909914,06
115,1638145734,909914,06
116,1638145749,909914,06
117,1638145764,909914,06
118,1638145779,909914,06
119,1638145794,909914,06
120,1638145809,909914,06
121,1638145824,909914,06
122,1638145839,909914,06
123,1638145854,909914,06
124,1638145869,909914,07
125,1638145884,909914,07
126,1638145899,909914,07
127,1638145914,909914,07
128,1638145929,909914,07
129,1638145944,909914,07
130,1638145959,909914,07
131,1638145974,909914,08
132,1638145989,909914,08
133,1638146004,909914,08
134,1638146019,909914,09
135,1638146034,909914,09
136,1638146049,909914,09
137,1638146064,909914,09
138,1638146079,909914,09
139,1638146094,909914,09
140,1638146109,909914,09
141,1638146124,909914,09
142,1638146139,909914,09
143,1638146154,909914,09
144,1638146169,909914,09
145,1638146184,909914,09
146,1638146199,909914,09
147,1638146214,909914,0A
148,1638146229,909914,0A
149,1638146244,909914,0A
150,1638146259,909914,0A
151,1638146274,909914,0A
152,1638146289,909914,0A
153,1638146304,909914,0A
154,1638146319,909914,0A
155,1638146334,909914,0A
156,1638146349,909914,0A
157,1638146364,909914,0A
158,1638146379,909914,0A
159,1638146394,909914,0A
160,1638146409,909914,0A
161,1638146424,909914,0A
162,1638146439,909914,0A
163,1638146454,909914,0A
164,1638146469,909914,0A
165,1638146484,909914,0A
166,1638146499,909914,0A
167,1638146514,909914,0A
168,1638146529,909914,0A
169,1638146544,909914,0B
170,1638146559,909914,0B
171,1638146574,909914,0B
172,1638146589,909914,0B
173,1638146604,909914,0C
174,1638146619,909914,0C
175,1638146634,909914,0C
176,1638146649,909914,0C
177,1638146664,909914,0C
178,1638146679,909914,0D
179,1638146694,909914,0D
180,1638146709,909914,0D
181,1638146724,909914,0D
182,1638146739,909914,0D
183,1638146754,909914,0D
