,scan_time,route_id,busstop_id
0,1639180802,000000,00
1,1639180817,000000,00
2,1639180832,000000,00
3,1639180847,909901,00
4,1639180862,909901,00
5,1639180877,909901,00
6,1639180892,909901,00
7,1639180907,909901,00
8,1639180922,909901,01
9,1639180937,909901,01
10,1639180952,909901,01
11,1639180967,909901,01
12,1639180982,909901,01
13,1639180997,909901,02
14,1639181012,909901,02
15,1639181027,909901,02
16,1639181042,909901,02
17,1639181057,909901,02
18,1639181072,909901,02
19,1639181087,909901,02
20,1639181102,909901,02
21,1639181117,909901,02
22,1639181132,909901,02
23,1639181147,909901,02
24,1639181162,909901,02
25,1639181177,909901,02
26,1639181192,909901,02
27,1639181207,909901,02
28,1639181222,909901,02
29,1639181237,909901,02
30,1639181252,909901,02
31,1639181267,909901,02
32,1639181282,909901,02
33,1639181297,909901,02
34,1639181312,909901,02
35,1639181327,909901,02
36,1639181342,909901,02
37,1639181357,909901,03
38,1639181372,909901,03
39,1639181387,909901,03
40,1639181402,909901,03
41,1639181417,909901,03
42,1639181432,909901,03
43,1639181447,909901,03
44,1639181462,909901,03
45,1639181477,909901,03
46,1639181492,909901,03
47,1639181507,909901,03
48,1639181522,909901,03
49,1639181537,909901,04
50,1639181552,909901,04
51,1639181567,909901,04
52,1639181582,909901,04
53,1639181597,909901,04
54,1639181612,909901,05
55,1639181627,909901,05
56,1639181642,909901,05
57,1639181657,909901,05
58,1639181672,909901,05
59,1639181687,909901,05
60,1639181702,909901,05
61,1639181717,909901,05
62,1639181732,909901,05
63,1639181747,909901,05
64,1639181762,909901,05
65,1639181777,909901,05
66,1639181792,909902,00
67,1639181807,909902,00
68,1639181822,909902,00
69,1639181837,909902,00
70,1639181852,909902,01
71,1639181867,909902,01
72,1639181882,909902,01
73,1639181897,909902,01
74,1639181912,909902,01
75,1639181927,909902,01
76,1639181942,909902,01
77,1639181957,909902,01
78,1639181972,909902,01
79,1639181987,909902,01
80,1639182002,909902,01
81,1639182017,909902,01
82,1639182032,909902,01
83,1639182047,909902,01
84,1639182062,909902,01
85,1639182077,909902,01
86,1639182092,909902,01
87,1639182107,909902,01
88,1639182122,909902,01
89,1639182137,909902,01
90,1639182152,909902,01
91,1639182167,909902,01
92,1639182182,909902,01
93,1639182197,909902,01
94,1639182212,909902,01
95,1639182227,909902,01
96,1639182242,909902,01
97,1639182257,909902,01
98,1639182272,909902,01
99,1639182287,909902,01
100,1639182302,909902,01
101,1639182317,909902,01
102,1639182332,909902,01
103,1639182347,909902,01
104,1639182362,909902,01
105,1639182377,909902,01
106,1639182392,909902,01
107,1639182407,909902,01
108,1639182422,909902,02
109,1639182437,909902,02
110,1639182452,909902,02
111,1639182467,909902,02
112,1639182482,909902,02
113,1639182497,909902,02
114,1639182512,909902,03
115,1639182527,909902,03
116,1639182542,909902,03
117,1639182557,909902,03
118,1639182572,909902,03
119,1639182587,909902,03
120,1639182602,909902,03
121,1639182617,909902,03
122,1639182632,909902,03
123,1639182647,909902,03
124,1639182662,909902,03
125,1639182677,909902,03
126,1639182692,909902,03
127,1639182707,909902,03
128,1639182722,909902,03
129,1639182737,909902,03
130,1639182752,909902,03
131,1639182767,909902,04
132,1639182782,909902,04
133,1639182797,909902,04
134,1639182812,909902,04
135,1639182827,909902,04
136,1639182842,909902,04
137,1639182857,909902,04
138,1639182872,909902,04
139,1639182887,909902,04
140,1639182902,909902,04
141,1639182917,909902,04
142,1639182932,909902,04
143,1639182947,909902,04
144,1639182962,909902,04
145,1639182977,909902,04
146,1639182992,909902,04
147,1639183007,909902,04
148,1639183022,909902,04
149,1639183037,909902,04
150,1639183052,909902,04
151,1639183067,909902,04
152,1639183082,909902,04
153,1639183097,909902,04
154,1639183112,909902,05
155,1639183127,909902,05
156,1639183142,909902,05
157,1639183157,909902,05
158,1639183172,909902,05
159,1639183187,909902,05
160,1639183202,909902,05
161,1639183217,909902,05
162,1639183232,909902,05
163,1639183247,909902,05
164,1639183262,909902,05
165,1639183277,909902,05
166,1639183292,909902,05
167,1639183307,909902,05
168,1639183322,909902,05
169,1639183337,909902,05
170,1639183352,909902,05
171,1639183367,909902,05
172,1639183382,909902,05
173,1639183397,909902,05
174,1639183412,909902,05
175,1639183427,909902,05
176,1639183442,909902,05
177,1639183457,909902,05
178,1639183472,909902,05
179,1639183487,909902,05
180,1639183502,909902,05
181,1639183517,909902,05
182,1639183532,909902,05
183,1639183547,909902,05
184,1639183562,909902,06
185,1639183577,909902,06
186,1639183592,909902,06
187,1639183607,909902,06
188,1639183622,909902,06
189,1639183637,909902,06
190,1639183652,909902,06
191,1639183667,909902,06
192,1639183682,909902,06
193,1639183697,909902,07
194,1639183712,909902,07
195,1639183727,909902,07
196,1639183742,909902,07
197,1639183757,909902,07
198,1639183772,909902,07
199,1639183787,909902,07
200,1639183802,909902,07
201,1639183817,909902,07
202,1639183832,909902,07
203,1639183847,909902,07
204,1639183862,909902,07
205,1639183877,909902,07
206,1639183892,909902,07
207,1639183907,909902,07
208,1639183922,909902,07
209,1639183937,909902,08
210,1639183952,909902,08
211,1639183967,909902,08
212,1639183982,909902,08
213,1639183997,909902,08
214,1639184012,909902,08
215,1639184027,909902,08
216,1639184042,909902,08
217,1639184057,909902,08
218,1639184072,909902,08
219,1639184087,909902,08
220,1639184102,909902,08
221,1639184117,909902,08
222,1639184132,909902,08
223,1639184147,909902,08
224,1639184162,909902,08
225,1639184177,909902,08
226,1639184192,909902,08
227,1639184207,909902,08
228,1639184222,909902,08
229,1639184237,909902,08
230,1639184252,909902,08
231,1639184267,909902,08
232,1639184282,909902,08
233,1639184297,909902,09
234,1639184312,909902,09
235,1639184327,909902,0A
236,1639184342,909902,0A
237,1639184357,909902,0A
238,1639184372,909902,0A
239,1639184387,909902,0A
240,1639184402,909902,0A
241,1639184417,909902,0A
242,1639184432,909902,0A
243,1639184447,909902,0A
244,1639184462,909902,0A
245,1639184477,909902,0A
246,1639184492,909902,0A
247,1639184507,909902,0A
248,1639184522,909902,0A
249,1639184537,909902,0A
250,1639184552,909902,00
251,1639184567,909902,00
252,1639184582,909902,00
253,1639184597,909902,00
254,1639184612,909902,00
255,1639184627,909902,00
256,1639184642,909902,00
257,1639184657,909902,00
258,1639184672,909902,00
259,1639184687,909902,00
260,1639184702,909902,00
261,1639184717,909902,00
262,1639184732,909902,00
263,1639184747,909902,00
264,1639184762,909902,01
265,1639184777,909902,01
266,1639184792,909902,01
267,1639184807,909902,01
268,1639184822,909902,01
269,1639184837,909902,01
270,1639184852,909902,01
271,1639184867,909902,01
272,1639184882,909902,01
273,1639184897,909902,01
274,1639184912,909902,01
275,1639184927,909902,01
276,1639184942,909902,01
277,1639184957,909902,01
278,1639184972,909902,01
279,1639184987,909902,01
280,1639185002,909902,01
281,1639185017,909902,01
282,1639185032,909902,01
283,1639185047,909902,01
284,1639185062,909902,02
285,1639185077,909902,02
286,1639185092,909902,02
287,1639185107,909902,02
288,1639185122,909902,02
289,1639185137,909902,02
290,1639185152,909902,02
291,1639185167,909902,03
292,1639185182,909902,03
293,1639185197,909902,03
294,1639185212,909902,03
295,1639185227,909902,03
296,1639185242,909902,03
297,1639185257,909902,03
298,1639185272,909902,03
299,1639185287,909902,03
300,1639185302,909902,03
301,1639185317,909902,03
302,1639185332,909902,03
303,1639185347,909902,04
304,1639185362,909902,04
305,1639185377,909902,04
306,1639185392,909902,04
307,1639185407,909902,04
308,1639185422,909902,04
309,1639185437,909902,04
310,1639185452,909902,04
311,1639185467,909902,04
312,1639185482,909902,04
313,1639185497,909902,04
314,1639185512,909902,04
315,1639185527,909902,04
316,1639185542,909902,04
317,1639185557,909902,04
318,1639185572,909902,04
319,1639185587,909902,04
320,1639185602,909902,04
321,1639185617,909902,04
322,1639185632,909902,05
323,1639185647,909902,05
324,1639185662,909902,05
325,1639185677,909902,05
326,1639185692,909902,05
327,1639185707,909902,05
328,1639185722,909902,05
329,1639185737,909902,05
330,1639185752,909902,05
331,1639185767,909902,05
332,1639185782,909902,05
333,1639185797,909902,05
334,1639185812,909902,05
335,1639185827,909902,05
336,1639185842,909902,05
337,1639185857,909902,05
338,1639185872,909902,05
339,1639185887,909902,05
340,1639185902,909902,05
341,1639185917,909902,05
342,1639185932,909902,05
343,1639185947,909902,05
344,1639185962,909902,05
345,1639185977,909902,05
346,1639185992,909902,05
347,1639186007,909902,05
348,1639186022,909902,05
349,1639186037,909902,05
350,1639186052,909902,05
351,1639186067,909902,05
352,1639186082,909902,06
353,1639186097,909902,06
354,1639186112,909902,06
355,1639186127,909902,06
356,1639186142,909902,06
357,1639186157,909902,06
358,1639186172,909902,06
359,1639186187,909902,06
360,1639186202,909902,06
361,1639186217,909902,06
362,1639186232,909902,06
363,1639186247,909902,06
364,1639186262,909902,06
365,1639186277,909902,06
366,1639186292,909902,06
367,1639186307,909902,06
368,1639186322,909902,06
369,1639186337,909902,06
370,1639186352,909902,06
371,1639186367,909902,06
372,1639186382,909902,06
373,1639186397,909902,07
374,1639186412,909902,07
375,1639186427,909902,07
376,1639186442,909902,07
377,1639186457,909902,07
378,1639186472,909902,07
379,1639186487,909902,07
380,1639186502,909902,07
381,1639186517,909902,07
382,1639186532,909902,07
383,1639186547,909902,07
384,1639186562,909902,07
385,1639186577,909902,07
386,1639186592,909902,07
387,1639186607,909902,07
388,1639186622,909902,07
389,1639186637,909902,07
390,1639186652,909902,07
391,1639186667,909902,07
392,1639186682,909902,07
393,1639186697,909902,08
394,1639186712,909902,08
395,1639186727,909902,08
396,1639186742,909902,08
397,1639186757,909902,08
398,1639186772,909902,08
399,1639186787,909902,08
400,1639186802,909902,08
401,1639186817,909902,08
402,1639186832,909902,08
403,1639186847,909902,08
404,1639186862,909902,08
405,1639186877,909902,08
406,1639186892,909902,08
407,1639186907,909902,08
408,1639186922,909902,08
409,1639186937,909902,09
410,1639186952,909902,09
411,1639186967,909902,09
412,1639186982,909902,09
413,1639186997,909902,09
414,1639187012,909902,0A
415,1639187027,909902,0A
416,1639187042,909902,0A
417,1639187057,909902,0A
418,1639187072,909902,0A
419,1639187087,909902,0A
420,1639187102,909902,0A
421,1639187117,909902,0A
422,1639187132,909902,0A
423,1639187147,909902,0A
424,1639187162,909902,0A
425,1639187177,909902,0A
426,1639187192,909902,00
427,1639187207,909902,00
428,1639187222,909902,00
429,1639187237,909902,00
430,1639187252,909902,00
431,1639187267,909902,00
432,1639187282,909902,00
433,1639187297,909902,00
434,1639187312,909902,00
435,1639187327,909902,00
436,1639187342,909902,00
437,1639187357,909902,00
438,1639187372,909902,00
439,1639187387,909902,00
440,1639187402,909902,00
441,1639187417,909902,00
442,1639187432,909902,00
443,1639187447,909902,00
444,1639187462,909902,00
445,1639187477,909902,00
446,1639187492,909902,02
447,1639187507,909902,02
448,1639187522,909902,02
449,1639187537,909902,02
450,1639187552,909902,02
451,1639187567,909902,02
452,1639187582,909902,02
453,1639187597,909902,02
454,1639187612,909902,02
455,1639187627,909902,02
456,1639187642,909902,02
457,1639187657,909902,02
