,scan_time,route_id,busstop_id
0,1640304001,810191,06
1,1640304016,810191,06
2,1640304031,810191,06
3,1640304046,810191,07
4,1640304061,810191,07
5,1640304076,810191,07
6,1640304091,810191,07
7,1640304106,810191,07
8,1640304121,810191,08
9,1640304136,810191,08
10,1640304151,810191,08
11,1640304167,810191,08
12,1640304181,810191,09
13,1640304196,810191,09
14,1640304211,810191,09
15,1640304226,810191,09
16,1640304241,810191,09
17,1640304256,810191,09
18,1640304271,810191,09
19,1640304286,810191,0A
20,1640304301,810191,0B
21,1640304316,810191,0B
22,1640304331,810191,0B
23,1640304347,810191,0B
24,1640304362,810191,0C
25,1640304376,810191,0C
26,1640304391,810191,0C
27,1640304406,810191,0C
28,1640304421,810191,0C
29,1640304436,810191,0C
30,1640304451,810191,0C
31,1640304466,810191,0C
32,1640304481,810191,0C
33,1640304496,810191,0C
34,1640304511,810192,00
35,1640304526,810192,00
36,1640304542,810192,00
37,1640304557,810192,00
38,1640304571,810192,00
39,1640304586,810192,00
40,1640304601,810192,00
41,1640304616,810192,00
42,1640304631,810192,00
43,1640304646,810192,00
44,1640304661,810192,00
45,1640304676,810192,00
46,1640304691,810192,00
47,1640304706,810192,00
48,1640304721,810192,00
49,1640304737,810192,00
50,1640304751,810192,00
51,1640304766,810192,00
52,1640304781,810192,00
53,1640304796,810192,00
54,1640304811,810192,00
55,1640304826,810192,00
56,1640304841,810192,00
57,1640304856,810192,01
58,1640304871,810192,01
59,1640304886,810192,01
60,1640304901,810192,01
61,1640304916,810192,01
62,1640304932,810192,01
63,1640304946,810192,01
64,1640304961,810192,02
65,1640304976,810192,02
66,1640304991,810192,02
67,1640305006,810192,02
68,1640305021,810192,02
69,1640305036,810192,03
70,1640305051,810192,03
71,1640305066,810192,03
72,1640305081,810192,03
73,1640305096,810192,03
74,1640305112,810192,04
75,1640305127,810192,04
76,1640305141,810192,04
77,1640305156,810192,04
78,1640305171,810192,04
79,1640305186,810192,04
80,1640305201,810192,04
81,1640305216,810192,04
82,1640305231,810192,04
83,1640305246,810192,04
84,1640305261,810192,04
85,1640305276,810192,05
86,1640305291,810192,05
87,1640305307,810192,05
88,1640305321,810192,05
89,1640305336,810192,05
90,1640305351,810192,06
91,1640305366,810192,06
92,1640305381,810192,06
93,1640305396,810192,06
94,1640305411,810192,06
95,1640305426,810192,06
96,1640305441,810192,06
97,1640305456,810192,06
98,1640305471,810192,06
99,1640305487,810192,06
100,1640305502,810192,06
101,1640305516,810192,06
102,1640305531,810192,07
103,1640305546,810192,07
104,1640305561,810192,07
105,1640305576,810192,07
106,1640305591,810192,07
107,1640305606,810192,07
108,1640305621,810192,07
109,1640305636,810192,07
110,1640305651,810192,07
111,1640305666,810192,07
112,1640305682,810192,07
113,1640305697,810192,08
114,1640305711,810192,08
115,1640305726,810192,08
116,1640305741,810192,09
117,1640305756,810192,09
118,1640305771,810192,09
119,1640305786,810192,09
120,1640305801,810192,09
121,1640305816,810192,09
122,1640305831,810192,09
123,1640305846,810192,09
124,1640305861,810192,09
125,1640305877,810192,09
126,1640305891,810192,09
127,1640305906,810192,0A
128,1640305921,810192,0A
129,1640305936,810192,0A
130,1640305951,810192,0A
131,1640305966,810192,0A
132,1640305981,810192,0A
133,1640305996,810192,0A
134,1640306011,810192,0B
135,1640306026,810192,0B
136,1640306041,810192,0B
137,1640306057,810192,0B
138,1640306071,810192,0B
139,1640306086,810192,0B
140,1640306101,810192,0C
141,1640306116,810192,0C
142,1640306131,810192,0C
143,1640306146,810192,0C
144,1640306161,810192,0C
145,1640306176,810192,0C
146,1640306191,810192,0C
147,1640306206,810192,0C
148,1640306221,810192,0C
149,1640306237,810192,0D
150,1640306252,810192,0D
151,1640306266,810192,0D
152,1640306281,810192,0D
153,1640306296,810192,0D
154,1640306311,810192,0D
155,1640306326,810192,0D
156,1640306341,810192,0D
157,1640306356,810192,0D
158,1640306371,810192,0D
159,1640306386,810192,0D
160,1640306401,810192,0D
161,1640306416,810192,0D
162,1640306432,810192,0D
163,1640306446,810192,0D
164,1640306461,810192,0D
165,1640306476,810192,0D
166,1640306491,810192,0D
167,1640306506,810191,00
168,1640306521,810191,00
169,1640306536,810191,00
170,1640306551,810191,00
171,1640306566,810191,00
172,1640306581,810191,00
173,1640306596,810191,01
