,scan_time,route_id,busstop_id
0,1639699211,810191,06
1,1639699226,810191,06
2,1639699241,810191,06
3,1639699256,810191,06
4,1639699271,810191,06
5,1639699286,810191,06
6,1639699301,810191,06
7,1639699316,810191,06
8,1639699331,810191,06
9,1639699346,810191,06
10,1639699361,810191,06
11,1639699377,810191,07
12,1639699392,810191,07
13,1639699406,810191,07
14,1639699421,810191,08
15,1639699436,810191,08
16,1639699451,810191,08
17,1639699466,810191,08
18,1639699481,810191,09
19,1639699496,810191,09
20,1639699511,810191,09
21,1639699526,810191,09
22,1639699541,810191,09
23,1639699556,810191,0A
24,1639699572,810191,0B
25,1639699586,810191,0B
26,1639699601,810191,0B
27,1639699616,810191,0B
28,1639699631,810191,0B
29,1639699646,810191,0C
30,1639699661,810191,0C
31,1639699676,810191,0C
32,1639699691,810191,0C
33,1639699706,810191,0C
34,1639699721,810191,0C
35,1639699736,810191,0C
36,1639699751,810191,0C
37,1639699767,810191,0C
38,1639699782,810191,0C
39,1639699796,810191,0C
40,1639699811,810191,0C
41,1639699826,810192,00
42,1639699841,810192,00
43,1639699856,810192,00
44,1639699871,810192,00
45,1639699886,810192,00
46,1639699901,810192,00
47,1639699916,810192,00
48,1639699931,810192,00
49,1639699947,810192,00
50,1639699962,810192,00
51,1639699976,810192,00
52,1639699991,810192,00
53,1639700006,810192,01
54,1639700021,810192,01
55,1639700036,810192,01
56,1639700051,810192,01
57,1639700066,810192,01
58,1639700081,810192,01
59,1639700096,810192,01
60,1639700111,810192,01
61,1639700127,810192,02
62,1639700142,810192,02
63,1639700156,810192,02
64,1639700171,810192,02
65,1639700186,810192,03
66,1639700201,810192,03
67,1639700216,810192,03
68,1639700231,810192,04
69,1639700246,810192,04
70,1639700261,810192,04
71,1639700276,810192,04
72,1639700291,810192,04
73,1639700306,810192,04
74,1639700322,810192,04
75,1639700337,810192,04
76,1639700351,810192,05
77,1639700366,810192,05
78,1639700381,810192,05
79,1639700396,810192,05
80,1639700411,810192,05
81,1639700426,810192,05
82,1639700441,810192,05
83,1639700456,810192,06
84,1639700471,810192,06
85,1639700486,810192,06
86,1639700502,810192,06
87,1639700517,810192,06
88,1639700531,810192,06
89,1639700546,810192,06
90,1639700561,810192,06
91,1639700576,810192,06
92,1639700591,810192,06
93,1639700606,810192,06
94,1639700621,810192,06
95,1639700636,810192,06
96,1639700651,810192,06
97,1639700666,810192,06
98,1639700681,810192,06
99,1639700697,810192,07
100,1639700712,810192,07
101,1639700726,810192,07
102,1639700741,810192,07
103,1639700756,810192,07
104,1639700771,810192,07
105,1639700786,810192,07
106,1639700801,810192,07
107,1639700816,810192,08
108,1639700831,810192,08
109,1639700846,810192,08
110,1639700861,810192,09
111,1639700877,810192,09
112,1639700892,810192,09
113,1639700907,810192,09
114,1639700921,810192,09
115,1639700936,810192,09
116,1639700951,810192,09
117,1639700966,810192,09
118,1639700981,810192,09
119,1639700996,810192,09
120,1639701011,810192,0A
121,1639701026,810192,0A
122,1639701041,810192,0B
123,1639701056,810192,0B
124,1639701072,810192,0B
125,1639701087,810192,0B
126,1639701101,810192,0B
127,1639701116,810192,0B
128,1639701131,810192,0B
129,1639701146,810192,0B
130,1639701161,810192,0B
131,1639701176,810192,0B
132,1639701191,810192,0C
133,1639701206,810192,0C
134,1639701221,810192,0C
135,1639701236,810192,0C
136,1639701251,810192,0C
137,1639701267,810192,0C
138,1639701282,810192,0C
139,1639701296,810192,0C
140,1639701311,810192,0C
141,1639701326,810192,0C
142,1639701341,810192,0C
143,1639701356,810192,0C
144,1639701371,810192,0D
145,1639701386,810192,0D
146,1639701401,810192,0D
147,1639701416,810192,0D
148,1639701431,810192,0D
149,1639701446,810192,0D
150,1639701462,810192,0D
151,1639701477,810191,00
152,1639701491,810191,00
153,1639701506,810191,00
154,1639701521,810191,00
155,1639701536,810191,00
156,1639701551,810191,00
157,1639701566,810191,00
158,1639701581,810191,00
159,1639701596,810191,00
160,1639701611,810191,00
161,1639701626,810191,00
162,1639701641,810191,00
163,1639701657,810191,00
164,1639701672,810191,00
165,1639701686,810191,00
166,1639701701,810191,00
167,1639701716,810191,00
168,1639701731,810191,00
169,1639701746,810191,00
170,1639701761,810191,01
171,1639701776,810191,01
172,1639701791,810191,01
173,1639701806,810191,01
174,1639701821,810191,01
175,1639701837,810191,01
176,1639701852,810191,01
177,1639701866,810191,02
178,1639701881,810191,02
179,1639701896,810191,02
180,1639701911,810191,02
181,1639701926,810191,02
182,1639701941,810191,02
183,1639701956,810191,02
184,1639701971,810191,02
185,1639701986,810191,02
186,1639702001,810191,03
187,1639702016,810191,03
188,1639702032,810191,03
189,1639702047,810191,03
190,1639702061,810191,03
191,1639702076,810191,03
192,1639702091,810191,03
193,1639702106,810191,03
194,1639702121,810191,03
195,1639702136,810191,03
196,1639702151,810191,03
197,1639702166,810191,03
198,1639702181,810191,03
199,1639702196,810191,04
200,1639702211,810191,04
201,1639702227,810191,04
202,1639702242,810191,04
203,1639702256,810191,04
204,1639702271,810191,04
205,1639702286,810191,04
206,1639702301,810191,04
207,1639702316,810191,04
208,1639702331,810191,05
209,1639702346,810191,05
210,1639702361,810191,05
211,1639702376,810191,05
212,1639702391,810191,05
213,1639702407,810191,05
214,1639702422,810191,05
215,1639702436,810191,05
216,1639702451,810191,05
217,1639702466,810191,05
218,1639702481,810191,06
219,1639702496,810191,06
220,1639702511,810191,06
221,1639702526,810191,06
