,addr,rssi
0,ca:e4:f5:5a:34:0a,-77
1,7e:a6:46:95:c4:59,-65
2,2a:17:ab:63:97:20,-50
3,69:93:9b:a3:8b:d8,-68
4,7f:f9:55:4b:af:53,-50
5,da:5c:9a:18:e2:87,-76
6,76:0d:00:f9:cf:7f,-79
7,74:90:50:40:c9:15,-64
8,df:46:46:50:9b:57,-62
9,ea:12:a8:6e:20:e8,-65
10,5d:d5:0f:b2:19:00,-79
11,65:4d:88:a3:03:12,-79
12,7c:bb:41:16:ff:52,-79
13,4d:2b:7e:a9:4a:0f,-79
14,1e:0d:4c:a0:b9:0e,-79
15,76:de:04:1e:09:41,-79
16,1e:f1:55:98:56:30,-78
17,58:f2:39:ef:d4:e5,-77
18,7e:c1:17:3f:48:02,-73
19,30:be:79:89:82:cf,-76
20,64:8c:f8:dc:ba:bc,-72
21,01:61:5f:2a:77:5f,-79
22,47:cc:74:4b:e0:28,-79
23,4e:2c:d4:2c:f2:6e,-78
