,addr,rssi
0,47:9a:a6:7e:ed:20,-76
1,3b:a6:b0:3c:5d:7c,-77
2,07:5f:b9:20:04:dd,-64
3,5b:b8:a1:c1:8f:0c,-72
4,5c:44:cd:e5:54:97,-74
5,76:7f:52:9b:79:5d,-77
6,64:74:32:93:e0:1d,-71
7,63:47:b0:72:3b:9a,-71
8,74:90:50:40:c9:15,-64
9,78:9b:1e:c7:88:23,-79
10,d9:d5:33:76:4c:af,-79
11,4e:45:f5:a8:e2:75,-78
12,6a:e8:91:99:62:38,-79
13,c1:c7:4a:aa:f1:a0,-71
14,7e:08:fc:34:ab:cc,-77
15,d3:d6:fd:17:de:3f,-77
16,46:32:92:fe:79:8c,-79
17,6b:9a:33:23:29:27,-76
18,5a:4d:49:9c:97:dc,-71
19,6e:39:2e:7d:f6:9f,-79
20,5d:53:3e:74:a6:b2,-77
21,f2:1a:a5:ca:0f:ad,-78
