,addr,rssi
0,69:b1:af:d4:1c:11,-72
1,16:0c:08:8c:2c:e9,-62
2,29:b9:65:c0:18:2b,-78
3,49:f6:33:3f:65:11,-56
4,5b:37:65:b1:42:65,-63
5,33:7b:3c:86:63:f1,-65
6,1d:f7:ea:57:fd:e1,-79
7,2b:55:22:bd:eb:ad,-79
8,43:21:67:27:6c:43,-79
9,74:90:50:40:c9:15,-65
10,52:6f:5b:19:b0:05,-79
11,d3:df:72:e6:3e:0e,-62
12,68:23:6e:f2:e0:95,-77
13,5d:34:8b:7b:0c:ce,-79
14,e2:35:a2:b2:40:67,-72
15,25:71:a2:b7:02:3e,-79
16,05:de:29:d6:09:a4,-77
17,40:a3:45:60:4f:eb,-74
18,58:14:9e:90:fc:68,-79
19,51:ef:2d:c1:38:62,-79
