,addr,rssi
0,71:c7:83:0f:9b:e4,-75
1,0a:6f:6b:3d:1c:96,-66
2,55:66:09:d0:80:bf,-78
3,53:d1:0c:c5:4f:84,-79
4,19:20:07:d0:ab:15,-69
5,46:94:d4:ee:e4:ee,-65
6,ef:7f:ed:6b:4c:06,-78
7,6b:d5:15:64:d2:d7,-78
8,73:5b:c8:3b:28:aa,-79
9,06:5d:43:60:22:4a,-79
10,21:40:d9:1b:89:b8,-77
11,3f:72:8c:e2:a8:84,-77
12,49:79:bf:fa:32:3d,-77
13,7e:2b:34:5d:e4:a5,-79
14,64:5b:e1:32:e7:f8,-79
15,6e:26:ff:36:72:75,-79
16,75:af:af:a4:6a:7f,-69
17,49:a1:f5:28:fd:cd,-79
18,29:23:41:a4:bc:5b,-79
19,7b:60:ba:b4:a6:02,-79
20,46:e0:22:1b:04:39,-79
21,40:f5:6c:db:9b:3d,-79
22,d0:24:2f:ee:cb:3e,-65
23,6a:be:8b:b0:0d:59,-79
24,4b:cc:ae:4d:1a:e7,-78
25,7f:59:00:47:f8:4d,-78
26,e2:b9:d7:b6:ee:0d,-79
27,fd:92:33:1c:db:97,-79
28,4f:93:9c:4d:02:a8,-79
29,50:1f:81:58:b9:db,-79
30,0b:a9:e3:62:28:e0,-78
31,57:40:8e:c8:0f:b9,-79
32,00:ae:f9:63:1e:07,-78
33,61:14:3e:84:13:14,-79
34,72:73:b4:6c:53:40,-79
35,7d:14:72:5d:99:33,-79
36,df:66:d4:f6:e4:e3,-79
