,addr,rssi
0,07:3d:76:7f:ba:0b,-69
1,6c:f2:30:59:1f:fb,-64
2,1d:f5:04:ea:ee:05,-62
3,38:d5:83:36:50:fd,-63
4,6b:5e:ff:05:bf:f4,-64
5,4b:cf:f2:7a:90:58,-59
6,78:70:6e:49:9d:04,-65
7,ee:86:fe:15:7c:e0,-62
8,6c:ad:13:4f:16:c9,-58
9,65:91:b0:8d:8f:45,-79
10,fa:4c:5f:74:6e:8e,-69
11,ed:22:ec:7d:d4:a1,-58
12,1c:b3:2b:46:e2:d3,-65
13,5f:18:81:83:cb:0f,-65
14,d9:ab:6e:94:fc:9f,-65
15,d4:5d:09:08:77:98,-67
16,c5:1b:7a:4c:5d:56,-79
17,26:2c:75:07:5e:d3,-79
18,c6:7f:3a:8e:f7:44,-73
19,45:06:2e:e0:64:25,-77
20,2d:68:eb:b1:ef:ff,-75
21,6c:97:82:e4:2a:ce,-78
22,d3:4e:4e:37:ae:45,-79
23,ca:5a:16:4c:39:24,-79
24,4b:a7:f7:1c:f0:d6,-74
