,addr,rssi
0,55:18:6b:5b:28:4f,-66
1,45:c0:30:64:6c:2a,-59
2,f8:27:a1:56:82:27,-79
3,77:52:23:33:7a:57,-71
4,ec:66:1d:63:49:18,-60
5,fe:8a:78:ca:be:1f,-72
6,74:72:ed:3c:8e:5c,-77
7,df:b2:0a:14:bf:43,-79
8,7e:23:d2:5a:43:d9,-79
9,66:6e:2a:d5:1d:48,-71
10,4d:7d:71:66:6e:81,-74
11,58:b0:f8:e6:56:78,-79
12,40:e3:12:fa:8b:14,-77
13,56:9a:fc:0d:05:bd,-78
14,00:1b:66:c3:fb:71,-62
15,51:8d:16:16:2f:23,-71
16,d0:2a:46:0d:fe:7c,-75
17,2a:47:c6:5a:f0:37,-79
18,6a:2c:e2:33:53:68,-79
19,78:bf:1c:06:32:a7,-79
20,f3:51:07:5f:1e:a7,-79
21,0d:60:e5:f6:29:13,-79
22,c5:50:66:0d:7e:bb,-79
