,addr,rssi
0,70:09:0a:2d:ab:f8,-62
1,32:c3:54:10:9a:f8,-64
2,6b:a3:27:be:19:0b,-78
3,74:90:50:40:c9:15,-69
4,74:af:c1:37:26:78,-79
5,ff:9e:df:a2:43:fa,-63
6,d8:02:29:44:57:ff,-74
7,e7:e1:b1:ad:4e:3a,-73
8,e8:ae:24:e1:90:59,-79
9,49:af:5c:41:3a:e9,-79
10,71:d0:17:d2:b5:bf,-79
11,6b:ef:4c:8c:c2:b4,-79
12,48:49:6d:e9:73:fb,-78
13,7d:1b:fa:5d:98:be,-79
14,6e:aa:48:67:b7:70,-79
15,75:17:b8:32:6d:95,-75
16,77:dd:b8:03:51:bd,-78
17,5a:4b:14:09:16:f0,-79
18,ec:ed:a1:0d:73:a4,-75
19,55:a8:0a:5d:eb:dd,-75
20,2a:4f:ed:2a:d7:b6,-79
21,e5:32:8b:5f:27:d3,-78
22,6f:0d:c3:d9:21:ba,-77
23,fd:47:ea:31:66:69,-76
