,addr,rssi
0,7f:ce:0e:48:63:a6,-79
1,74:90:50:40:c9:15,-65
2,4c:87:5d:65:d2:3d,-63
3,2d:1d:12:58:b4:7e,-76
4,51:dd:e1:dc:3c:ce,-63
5,0e:24:5e:cd:fb:90,-78
6,4c:87:5d:65:68:c7,-63
7,5e:3d:3d:9d:05:43,-62
8,7d:51:02:52:0b:ba,-79
9,3b:9f:fc:11:88:75,-79
10,d3:b2:e6:eb:bf:76,-77
11,7c:b3:51:d8:60:f2,-79
12,c0:e9:8d:26:4b:9f,-79
13,43:0e:be:e6:ab:4e,-79
14,ea:f9:5e:c9:5f:10,-79
15,74:13:36:9f:4f:4e,-79
16,44:f8:94:61:d3:8e,-79
17,65:75:af:f5:84:9a,-79
18,52:46:2e:43:3b:5d,-79
19,fb:3b:ad:56:c3:67,-78
