,addr,rssi
0,72:3a:df:27:6f:b3,-75
1,7e:f2:6e:41:7e:1a,-79
2,68:ee:f6:b9:90:09,-79
3,69:31:7e:b3:d8:1d,-72
4,72:fd:e5:c3:7e:08,-79
5,75:f1:3f:ef:1c:8e,-77
6,47:46:4b:8c:92:8c,-76
7,43:49:81:e1:ce:d5,-79
8,7a:bf:96:0b:a4:f7,-79
9,4f:c0:8d:26:74:5c,-78
10,ec:ab:48:74:0f:2b,-79
11,71:5f:d6:13:ed:e6,-79
12,5b:0d:e0:d5:bf:e9,-78
13,14:f3:8b:03:6f:dc,-79
14,62:d9:77:a2:ec:5a,-79
15,43:a0:8a:1a:96:8e,-79
16,65:91:7e:cb:cd:d6,-79
17,2d:d7:9c:dc:50:e7,-79
18,2c:09:3d:a3:d9:95,-79
19,58:8d:cc:01:74:b1,-79
20,68:59:23:b2:46:ec,-79
21,51:1e:93:ed:66:3a,-79
22,da:7a:3a:9b:11:e0,-79
23,6b:fe:ba:2a:0c:ac,-79
