,addr,rssi
0,63:29:d7:e7:fa:80,-69
1,4c:0c:24:65:28:bb,-65
2,2c:2a:1d:d4:5c:d2,-75
3,6f:89:51:9f:f4:76,-76
4,e6:b8:8f:a1:7e:8c,-79
5,58:59:95:68:c8:13,-71
6,41:66:9c:c6:6d:cd,-64
7,cf:bb:d3:4a:55:85,-77
8,74:90:50:40:c9:15,-72
9,f6:a5:76:23:f9:89,-77
10,b4:c2:6a:0c:06:3c,-66
11,7a:80:cd:74:fd:9a,-79
12,c7:1c:f2:93:c9:3a,-62
13,39:b8:32:7a:8a:73,-66
14,5d:57:f2:3c:28:ff,-79
15,7b:d4:52:1e:d9:ee,-73
16,d6:a2:b7:07:6a:97,-73
17,e7:c3:a6:64:bd:4e,-75
18,60:c7:2a:9b:c0:28,-79
19,19:17:99:f2:51:d5,-73
20,7c:7b:31:be:93:b9,-78
21,43:2b:e5:4e:8f:da,-73
22,77:81:ba:f4:b5:dc,-79
23,6a:55:bd:85:e7:cd,-71
24,f5:19:16:3b:79:66,-74
25,66:11:0a:65:2c:a6,-79
26,c9:5b:88:04:21:22,-78
27,07:a3:14:ea:80:f2,-79
28,c7:7e:4e:6d:ba:b0,-77
29,4e:7a:cc:65:d5:69,-74
30,05:89:97:f3:eb:41,-79
31,30:90:a9:4d:9e:bf,-71
32,15:aa:aa:53:ce:70,-74
33,c0:49:c7:2f:bc:22,-75
34,f0:ad:21:66:2b:27,-75
35,72:65:bd:da:41:d1,-72
36,32:c5:2b:a6:d9:35,-77
37,18:6c:84:73:bd:b5,-79
38,6b:32:db:ee:91:4c,-79
39,51:75:a5:3c:9f:7e,-79
40,75:4a:16:8e:01:46,-79
41,78:26:6f:86:c9:7d,-77
42,06:a4:7a:3e:ee:25,-79
43,7e:b0:49:2e:fa:48,-78
44,48:da:f3:92:75:47,-79
45,3d:ab:5a:99:8a:a9,-79
46,e5:cb:e8:b0:a4:5d,-78
47,41:ef:0b:b8:f2:b8,-74
48,50:80:24:c8:1f:94,-79
