,addr,rssi
0,f8:23:87:05:16:9a,-79
1,72:8b:51:c3:49:85,-79
2,2e:7e:fc:ea:2b:1b,-59
3,78:cb:21:36:a9:0d,-77
4,d5:7d:ea:e3:75:b6,-79
5,79:37:43:81:9a:72,-77
6,6e:9f:79:35:e7:af,-76
7,6e:52:94:5c:7b:11,-79
8,06:ab:2d:08:7f:c6,-74
9,6e:43:b7:71:32:e1,-79
10,1c:45:eb:7d:77:09,-78
11,1f:2c:93:6c:da:8f,-77
12,73:7e:b9:73:c4:4a,-75
13,5c:7a:48:85:ab:c9,-79
14,4c:ab:90:fa:50:87,-79
15,47:89:bf:84:07:60,-77
16,7e:54:48:2c:a2:a2,-79
17,f2:35:6b:b0:91:43,-72
18,7e:36:38:f4:af:5f,-78
19,15:7e:28:1f:45:c9,-79
20,47:2a:22:48:14:05,-74
21,1d:37:89:9b:d5:a8,-77
22,0f:13:bb:9a:e8:fe,-79
23,0f:29:a9:a1:67:00,-79
24,fe:e5:26:f5:b5:3d,-69
25,19:c1:2e:7b:ce:08,-79
26,5c:31:3e:05:62:75,-79
27,21:a7:82:00:b1:5d,-79
28,5f:77:09:39:2f:18,-79
29,77:4a:ed:29:a3:3c,-79
30,25:34:45:35:05:f9,-78
