,addr,rssi
0,58:2c:91:93:97:47,-79
1,51:67:19:6c:1b:b2,-67
2,07:06:b6:46:57:88,-73
3,4b:da:64:67:ec:d4,-63
4,57:13:6a:72:55:03,-71
5,61:6c:d4:13:1d:c4,-79
6,7f:54:d3:1a:96:94,-62
7,dc:91:e4:9d:48:6d,-71
8,1e:bb:42:fa:21:ec,-79
9,e9:40:a7:ab:8f:81,-63
10,5e:79:79:d1:f9:ff,-63
11,66:1e:18:37:8d:b6,-79
12,fd:ed:e8:5c:89:1c,-67
13,d3:ca:85:ee:45:ef,-72
14,74:90:50:40:c9:15,-68
15,18:56:7c:5d:a1:4b,-76
16,75:e8:0a:de:29:b9,-75
17,6e:e4:da:bd:eb:f3,-56
18,db:9c:da:85:22:54,-79
19,40:87:80:19:03:1d,-79
20,5e:b9:bd:c2:dc:ff,-79
21,74:71:9c:a4:da:29,-79
22,41:f7:6a:c1:d7:c7,-79
23,4c:81:ca:93:c5:44,-78
24,d2:bc:fd:9f:b9:15,-78
