,addr,rssi
0,21:ba:85:88:01:9c,-57
1,00:a0:50:11:5c:24,-79
2,77:af:d5:f1:98:d1,-79
3,71:5a:09:b9:b7:2c,-79
4,5f:db:cb:63:c5:eb,-78
5,3b:bf:7f:e0:dd:9d,-79
6,58:9d:a2:bf:30:82,-77
7,65:17:2b:c4:bf:65,-78
8,4e:c6:1c:89:92:a5,-77
9,49:ca:1c:32:90:9e,-62
10,47:12:57:86:28:67,-58
11,74:90:50:40:c9:15,-64
12,42:56:39:af:40:82,-79
13,00:a0:50:22:94:55,-79
14,0d:87:60:d2:3e:06,-76
15,e5:09:f7:63:26:7e,-72
16,2c:c5:98:7c:93:86,-75
17,54:17:fe:a7:5d:eb,-76
18,30:77:11:c3:16:12,-79
19,dc:e4:01:ba:57:e6,-73
20,1b:70:f0:c3:14:d3,-79
21,d4:f9:e0:30:fb:f4,-69
22,0e:28:60:59:5f:d1,-79
23,eb:ae:67:e8:0d:3a,-79
24,62:bd:30:8f:27:2f,-79
25,0b:9b:0c:f2:1f:e6,-76
26,0e:c2:d9:17:de:06,-78
27,70:2b:80:02:dc:99,-78
28,c2:78:fb:5f:d3:c7,-79
29,4a:7c:8c:12:c3:e6,-79
30,4f:41:29:3c:d4:16,-79
31,74:45:ce:93:0c:2f,-79
32,5e:dd:d4:69:2c:6f,-79
33,7b:13:70:7a:8b:fc,-77
34,55:cc:a1:1d:94:ea,-78
35,ec:ab:0b:4e:cf:6a,-79
36,11:42:98:b3:66:13,-79
37,29:ea:b3:73:52:86,-76
38,4a:5a:45:6d:de:fe,-79
39,e5:6d:65:51:3c:9f,-72
40,4e:66:e4:21:9e:3b,-79
41,2f:35:26:65:db:e8,-79
42,27:84:7f:7e:1d:98,-79
43,7e:77:1e:1e:77:32,-77
44,3b:23:b2:6a:12:34,-74
45,5f:71:55:f2:ec:4f,-78
46,5f:c6:72:ed:d4:72,-78
47,64:25:9b:cf:55:da,-79
