,addr,rssi
0,75:0c:e6:b8:20:09,-55
1,7a:ef:79:dc:ec:77,-65
2,7d:40:ce:45:e7:98,-62
3,4e:f2:7a:a7:28:4c,-64
4,5e:79:79:d1:f9:ff,-62
5,df:a7:e0:af:b8:d7,-59
6,48:78:d1:ed:87:22,-63
7,27:12:2f:75:b1:23,-65
8,7c:f2:bd:e5:46:49,-64
9,64:9e:0f:1e:10:14,-61
10,7d:10:74:19:ae:4c,-65
11,7c:59:24:e2:f8:43,-79
12,4f:22:b0:19:cf:49,-69
13,de:2f:19:de:9e:48,-64
14,f0:59:f5:5d:89:99,-62
15,6e:e4:da:bd:eb:f3,-59
16,f4:aa:62:7c:0c:df,-65
17,45:43:3b:98:26:db,-67
18,e7:c6:c4:c6:de:9b,-67
19,f3:41:50:fb:01:77,-54
20,74:90:50:40:c9:15,-72
21,17:a5:b1:ed:ec:f2,-79
22,31:95:a3:48:ea:c4,-79
23,f6:e7:43:fd:b0:31,-62
24,57:bb:04:0e:80:59,-79
25,59:8a:dc:0d:59:28,-79
26,62:30:f8:b9:e4:b5,-79
27,49:cf:8d:f9:0d:0f,-79
28,ed:46:cd:c3:2c:af,-78
29,05:d6:41:c6:cb:d9,-79
30,24:2f:f7:25:09:89,-79
