,addr,rssi
0,63:b2:05:b1:1c:0d,-71
1,5a:b0:22:35:53:23,-79
2,55:b3:6f:16:ef:01,-71
3,04:5f:e6:63:99:0b,-67
4,63:0f:41:3b:b1:ba,-69
5,d1:79:5a:83:97:b9,-74
6,49:89:7c:8f:ed:c8,-67
7,24:fa:c9:17:33:06,-68
8,68:91:23:41:f9:2b,-78
9,74:90:50:40:c9:15,-63
10,f1:56:e8:d3:54:12,-79
11,c4:0a:a4:e1:d4:e6,-75
12,27:dd:bf:88:8d:fb,-77
13,58:52:16:de:00:be,-79
14,f0:36:52:3b:ab:2f,-79
15,4e:62:ad:ee:47:f3,-79
16,46:70:91:95:65:48,-76
17,74:e9:b7:22:49:6b,-79
18,6f:9e:ac:61:c3:ed,-79
19,44:00:5d:2f:0e:90,-79
20,e1:14:87:59:0c:2c,-78
21,f4:b8:88:ff:d1:6c,-78
