,addr,rssi
0,55:0a:32:57:2e:8f,-75
1,5d:d0:be:27:68:41,-79
2,75:2d:3c:7c:30:8d,-73
3,75:55:c7:d6:ec:49,-78
4,00:a0:50:11:96:d7,-79
5,72:4b:74:b3:5a:de,-57
6,55:b3:ab:b0:c2:50,-75
7,d6:28:97:52:da:06,-79
8,62:a0:a6:9d:9a:c3,-76
9,0e:85:a0:60:4b:9f,-79
10,dc:04:17:37:9f:7f,-62
11,18:e4:08:fa:3c:78,-79
12,57:94:ee:b0:e9:f1,-79
13,5b:80:57:7d:bc:87,-79
14,e7:fc:cf:c7:73:cf,-79
15,16:68:d9:64:27:6c,-79
16,c5:08:7d:bf:18:3b,-79
17,ce:b3:53:c9:85:ab,-72
18,7b:1f:c1:58:da:c4,-71
19,29:b1:0f:a6:7e:e0,-79
20,3d:24:81:04:80:86,-78
21,45:49:05:26:bb:24,-79
22,04:ca:3e:2d:6a:f3,-79
23,48:d7:47:21:23:3d,-79
