,addr,rssi
0,74:90:50:40:c9:15,-65
1,4d:75:91:ac:03:31,-75
2,f1:c8:14:e3:ce:b3,-68
3,fb:93:8f:27:61:61,-74
4,08:68:dc:c6:76:04,-73
5,00:a0:50:70:d4:62,-79
6,6a:48:24:3d:4e:64,-79
7,75:91:98:d8:d5:b6,-74
8,f2:86:41:8b:e6:27,-76
9,ee:65:48:0a:49:f0,-79
10,00:a0:50:c5:92:20,-79
11,00:a0:50:c5:98:0b,-79
12,f0:8a:08:cd:57:3a,-79
13,ff:c7:30:74:3f:68,-79
14,00:a0:50:52:e2:5d,-79
15,6f:8e:36:ec:1e:2f,-79
16,44:89:81:5c:d2:51,-79
17,51:a3:67:91:22:18,-79
18,19:2d:5c:4d:7f:6a,-78
19,48:db:d9:9a:41:2e,-79
20,66:d9:0f:85:93:20,-79
21,da:29:7c:c6:60:38,-79
22,6e:44:d2:80:64:c2,-68
23,5e:67:8f:ab:e2:82,-79
24,6c:0a:8e:78:08:6f,-79
25,42:95:1e:49:c3:d4,-79
26,e1:53:d5:de:5d:ec,-79
