,addr,rssi
0,69:01:fd:3e:32:6d,-62
1,66:7e:63:da:cd:b5,-75
2,69:bb:79:4f:a7:8e,-69
3,7d:03:88:5f:4a:6e,-64
4,51:83:85:ef:fb:62,-65
5,7c:3d:e8:ee:73:d8,-64
6,67:97:07:ce:64:1d,-62
7,7d:a2:95:45:12:42,-62
8,3e:55:0c:9d:27:8d,-63
9,fb:85:a3:e3:b5:d6,-63
10,0d:c2:7e:c0:24:6e,-63
11,73:38:27:4f:36:85,-63
12,74:90:50:40:c9:15,-67
13,e4:17:1f:83:57:30,-70
14,6f:ba:09:13:d4:13,-73
15,d3:66:29:7b:c6:39,-71
16,c7:37:b8:66:41:ac,-65
17,d7:62:82:cf:21:9b,-78
18,39:3b:7c:19:48:02,-79
19,1b:ab:6f:e5:98:d8,-79
20,4f:4a:72:ea:ea:aa,-79
21,5e:be:fb:aa:5a:e7,-79
22,49:8e:cf:c5:89:f5,-79
