,addr,rssi
0,68:cb:64:10:ca:54,-69
1,74:90:50:40:c9:15,-64
2,38:75:ca:f0:9a:85,-79
3,f6:b1:72:84:bf:cb,-50
4,2e:7a:b2:8c:26:5e,-79
5,50:29:2e:ad:fa:4d,-79
6,e4:45:96:aa:6e:16,-67
7,7d:51:e0:0d:f1:61,-79
8,5b:0a:1d:ba:1d:10,-77
9,40:7b:37:4f:b5:3a,-79
10,04:57:a1:29:8d:f2,-79
11,5a:6f:b6:c9:e4:7d,-77
12,49:da:cf:df:58:fc,-76
13,5d:3e:45:c3:5e:27,-74
14,73:fa:76:30:ef:17,-73
15,50:7d:e2:c4:54:d8,-78
16,24:13:b0:da:72:16,-79
17,c6:46:fd:54:8d:3b,-77
18,60:55:0c:6b:0f:f7,-79
19,5b:c0:ea:3b:2d:02,-79
20,c9:70:a3:cc:2c:71,-79
21,43:c6:91:d8:67:22,-79
22,40:cb:4a:fe:40:48,-77
23,d4:e9:cb:8e:24:4f,-79
24,42:90:db:5a:2b:7e,-79
25,40:c2:c4:3a:22:69,-79
26,1c:ed:7d:70:da:f6,-77
